unit_buy,unit_sell,same,npair,v_out
只,PC,0,158,35788816.96972167
千克,Kg,0,28,35510280.17359417
支,把,0,523,35441863.61094445
立方,立方米,0,51,35333697.25421754
件,听,0,24,35291282.32058227
K,PCS,0,5,35181512.59
件,把,0,239,35112896.43189368
PC,PCS,0,13,35044439.95301756
架,个,0,26,34808370.29938842
斤,个,0,8,34803379.7031247
人份,人份,1,8,34676781
个,KG,0,134,34572409.95647461
米,卷,0,301,34540356.19346406
EACH,UNKNOWN,0,12,34314957.33539551
批,条,0,47,34243730.69671875
平米,平方,0,16,34190089.57947265
千件,支,0,16,33979211.48000002
条,UNKNOWN,0,220,33706626.57538025
桶,千克,0,57,33539483.44912506
度（千瓦时）,KWH,0,1,33456235.79
部,台,0,33,33392386.04824219
把,条,0,20,33382361.85
平方米,米,0,112,33329459.00861176
斤,套,0,6,33280867.34
张,千克,0,37,33194295.66041747
瓶,罐,0,80,33117242.66611541
个,升,0,23,33106860.70977539
套,月,0,18,33044963.26287964
条,吨,0,41,32749145.18712402
公斤,包,0,127,32600924.02988928
卷,米,0,481,32584595.73185209
张,公斤,0,46,32519257.58714111
千克,桶,0,48,32349455.38898925
桶,KG,0,115,31964548.17452149
KM,M,0,15,31961813.62625977
套,SET,0,31,31861676.818125
米,台,0,280,31697411.58322067
令,令,1,51,31656529.15950317
个,桶,0,194,31653614.27967224
公里,公里,1,11,31532330.59449951
PCS,PC,0,22,31517860.36872543
米,批,0,151,31511138.72168457
公斤,支,0,144,31311342.62434151
ST,组,0,3,31280765
KG,PC,0,17,31051445.48285667
UNKNOWN,KG,0,24,31050674.76221192
千克,片,0,27,31027831.489375
套,台套,0,16,31010885.43875
只,条,0,223,30994533.87370384
公斤,KM,0,2,30837606.91
台套,台套,1,6,30785108.15625
套,W,0,1,30621639.47
公斤,升,0,45,30613869.85395752
盒,大盒,0,1,30594615.42
kg,斤,0,67,30585012.92742737
听,听,1,42,30385397.64853028
车,车,1,9,30329397.1
亿,亿单位,0,1,30300467.6
吨,项,0,66,30271557.9380957
把,件,0,264,30102120.4493438
瓶,组,0,18,30074911.62021446
具,具,1,105,29941751.08826172
套,-,0,1,29909600
UNKNOWN,趟,0,15,29808149.275
KE,块,0,1,29761937.65
PCS,瓶,0,46,29724503.37252694
台,EA,0,322,29701000.33583763
吨,m,0,64,29693775.44511719
根,米,0,339,29678044.95070068
KG,袋,0,49,29402945.88758682
张,㎡,0,11,29325110.51875
片,张,0,192,29308840.39479652
粒,套,0,20,29259456.82148437
个,副,0,82,29231933.53925437
米,KG,0,71,29130029.38240723
把,套,0,471,29024093.89673843
吨,次,0,43,28947142.66323242
册,本,0,22,28937360.354375
吨,千万时,0,1,28904166
匹,卷,0,1,28746423.73
公斤,斤,0,106,28733200.10295738
张,m3,0,8,28668621.66
盒,袋,0,246,28623295.43466839
片,批,0,60,28589634.15539062
万只,副,0,1,28485865.7
台,米,0,370,28475431.61965331
吨（T）,吨,0,1,28272467.25
m,箱,0,1,28236007.78
KWH,kwh,0,13,28115814.8953125
kg,箱,0,108,28037627.42933593
付,把,0,32,27922417.74002655
床,床,1,59,27870424.15232849
吨,PCS,0,90,27862305.93341736
只,pcs,0,102,27794572.83305466
吨,双,0,23,27790131.746875
只,片,0,237,27755016.09705932
单,单,1,21,27753800.90999999
kg,条,0,46,27638446.46212856
片,包,0,30,27525394.16280152
千克,台,0,47,27407880.7296875
项,户,0,9,27339812.21914063
袋,kg,0,67,27318296.18501374
W,套,0,4,27200759.47
包,盒,0,175,27161728.81627537
本,本,1,589,27107591.53357274
辆,套,0,32,27093444.44932617
卷,套,0,125,27003839.19972068
M2,平方米,0,14,26841811.1515625
套,张,0,201,26792371.53075683
P,台,0,1,26651707
PCS,KG,0,22,26650284.30020935
重量箱,重量箱,1,2,26603669.9
套,瓶,0,138,26498540.52728982
批,笔,0,3,26387068.21
听,瓶,0,34,26210095.75413559
只,米,0,357,26202008.63949586
kg,平方米,0,31,26189023.21816895
只,P,0,2,26185350.69011719
扎,扎,1,27,26107861.43196198
PCS,千瓦时,0,2,26100814.905
UNKNOWN,场,0,16,26036650.7675
kw·h,kW·h,0,1,25949346.45
批,千克,0,35,25766504.6250293
卡,卡,1,45,25764960.2082473
平方,樘,0,11,25696738.6725
台,台/套,0,6,25672243.03125
m,米,0,82,25648948.1169336
箱,卷,0,307,25618438.69577385
根,支,0,101,25586691.76031692
公斤,台,0,144,25509284.92744141
KG,套,0,159,25452458.78068115
年,月,0,23,25422494.37
吉焦,㎡,0,1,25418240.52
度,kwh,0,7,25359745.71813965
升,L,0,35,25318034.860271
台,度,0,19,25218797.2292334
对,件,0,34,25179312.83000489
kW·h,KWH,0,4,24937772.47796875
UNKNOWN,双,0,33,24679157.77209635
EA,UNKNOWN,0,58,24525205.33688455
千克,斤,0,15,24524173.45965698
CAR,盒,0,5,24506402.50312502
月,次,0,89,24461874.57609993
辆,月,0,7,24396586
KG,架,0,1,24334170.32
面,面,1,42,24304981.18017258
平方米,条,0,47,24222598.1329956
副,付,0,190,24144419.15914795
重箱,重量箱,0,1,23939958
kg,KM,0,2,23902422.22
套,根,0,395,23901449.0943755
米,pcs,0,17,23886760.85309166
片,Pcs,0,7,23876805.48547058
套,pc,0,11,23686830.81718749
支,根,0,331,23579838.6849864
千度,度,0,1,23452330
件,桶,0,147,23414421.57797607
项,批,0,49,23310353.5571875
个,组,0,156,23245058.18361969
件,平方米,0,31,23202901.90757813
kg,袋,0,185,23153216.58729176
支,批,0,129,23001755.06076904
pcs,套,0,67,22791826.9896582
立方,UNKNOWN,0,26,22727670.0849939
平方米,月,0,17,22701639.04417969
KG,平方米,0,25,22687722.34897461
Each,个,0,2,22669363.69
盒,kg,0,53,22585576.38987019
期,UNKNOWN,0,23,22575807.99625
PCS,张,0,42,22542648.2556374
平方米,吨,0,42,22423455.82816406
吨,元/吨,0,3,22248805.25
份,笔,0,4,22165182.72
部,UNKNOWN,0,7,22164929.2109375
KG,批,0,57,22012286.84461182
吨,提,0,5,21899014.310625
UNKNOWN,瓶,0,152,21893837.26075652
公斤,令,0,1,21767562
口,口,1,11,21723523.34001465
只/支,只,0,13,21688807.30974609
桶,支,0,65,21653652.78806427
双,对,0,62,21644803.99285675
桶,瓶,0,301,21619505.21066358
根,UNKNOWN,0,82,21601627.98540512
次,年,0,31,21556147.47999023
打,双,0,18,21511944.18656128
L,L,1,24,21503984.44
UNKNOWN,口,0,4,21446216.895
㎡,套,0,19,21339537.12117187
公斤,PCS,0,126,21259544.10203003
米,只,0,304,21228793.10251121
台,KG,0,47,21220592.24121376
箱,卡,0,3,21204501.458125
EA,箱,0,13,21198584.21066407
根,盒,0,36,21161088.6143425
KG,条,0,43,21049648.42625366
1,次,0,17,20952019.37
PCE,瓶,0,9,20947288.9671936
吨,码,0,14,20945996.87552734
吨,万支,0,4,20818281.62578125
万支,万只,0,1,20696953
千克,张,0,39,20610559.54275879
千粒,只,0,3,20586707.56
只,面,0,11,20570745.78027344
桶,kg,0,109,20554628.21304993
箱,千克,0,42,20522234.75412354
个,项,0,190,20427758.15836426
PC,瓶,0,18,20282517.43252525
KG,磅,0,1,20277423.06
NU,盒,0,2,20259366.625
码,个,0,43,20247596.80717774
平方米,m2,0,35,20229858.08007813
支,片,0,146,20204699.77805146
吨,M,0,32,20191081.84517578
只/支,套,0,6,20154141.85
公斤,根,0,144,20130321.56509659
米,PCS,0,78,20110064.59810582
公斤,公升,0,10,20036444.01328125
千克,㎡,0,6,20011374.75
月,车*公里,0,1,20001763.44
件,平米,0,12,19768675.92509766
-,项,0,3,19726912.75
PCS,UNKNOWN,0,109,19642058.62522432
UNKNOWN,兆瓦时,0,1,19569824.12
听,UNKNOWN,0,11,19497459.55011231
吨,基,0,9,19476577.84494141
UNKNOWN,只,0,271,19302989.95783446
UNKNOWN,元/㎡,0,3,19287079.72
UNKNOWN,袋,0,81,19265870.99086241
台,根,0,389,19262041.84335201
盒,合,0,65,19224783.24875
副,套,0,75,19164257.55632935
PCS,EA,0,32,19160756.16037841
罐,千克,0,3,19135051.17
包,kg,0,44,19115224.0969656
平方米,KG,0,15,19107622.08847107
度,kW.h,0,2,19082921.3321875
组,只,0,75,19063938.29609801
千克,PCS,0,38,19058631.23581726
打,打,1,18,19045089.96750015
立方米,个,0,53,19002445.20986816
米,式,0,4,18975410.83
每百公斤,千克,0,1,18955889.3
批,盒,0,50,18942207.26605469
口,台,0,11,18938508.97687622
箱,块,0,119,18935472.4318647
只,节,0,64,18912508.05618599
万支,PCS,0,1,18856518.3
套,PAC,0,4,18828889.25730896
米,km,0,18,18826965.22235108
听,桶,0,23,18815058.8958609
km,公里,0,1,18805798.4
平方米,块,0,85,18781906.20668091
UNKNOWN,分,0,2,18731756.513125
付,个,0,253,18690864.79659479
人,批,0,2,18596965.58984375
年,UNKNOWN,0,124,18570058.35823242
批,kg,0,20,18514310.1101831
kg,卷,0,77,18508947.11510498
件,张,0,113,18503308.88930252
UNKNOWN,EA,0,86,18393021.22165569
袋,UNKNOWN,0,229,18298633.64217803
台,次,0,92,18294008.60026367
m3,套,0,3,18260426.3
平方,片,0,47,18251480.85966308
片,床,0,2,18102885.01953125
组,瓶,0,21,18062657.70700699
吨,本,0,69,18047926.15450195
盒,包,0,220,18036264.29502823
立方米,根,0,30,17961238.00517578
干吨,吨,0,2,17954044.35
袋,公斤,0,63,17947572.47560829
千克,卷,0,47,17865320.26025604
百粒,套,0,3,17847806.36
立方米,只,0,31,17824926.02536865
件,罐,0,48,17811283.54823242
万只,卡,0,5,17803856.35766602
斤,kg,0,18,17795966.87929573
吨,干吨,0,1,17710377.12
把,千克,0,53,17685103.5581543
UNKNOWN,立方,0,11,17564782.87625
回,台,0,1,17558046
支,米,0,201,17545549.30507324
重量箱,重箱,0,1,17511447.53
千克,支,0,46,17394913.36877564
立方米,千克,0,16,17370425.09
桶,箱,0,71,17355130.06059936
批,支,0,53,17336179.41966186
公吨,吨,0,3,17333883.73
平方英尺,张,0,2,17288877.23
批,樘,0,6,17218206.01
万千瓦时,度,0,1,17106441.29
公里,米,0,29,17072553.69349854
瓶,套,0,124,17050103.70679931
kW·h,kw/h,0,1,17008918
千瓦时,KW.H,0,8,16966505.17382813
套,MW.H,0,1,16965432.5
副,UNKNOWN,0,30,16823857.19009887
M3,M3,1,6,16712437.14984375
箱,升,0,18,16609728.80259766
千支,只,0,32,16606398.10224281
平方米,票,0,2,16590561.28125
斤,公斤,0,38,16491491.52220093
付,套,0,161,16475085.17563309
千克,枚,0,3,16422286.4875
袋,包,0,240,16331005.57542083
克,kg,0,6,16317925.99999962
平方米,批,0,65,16303662.45578125
—,UNKNOWN,0,1,16302688.48
万支,件,0,1,16295470
片,Wp,0,1,16257802.1
份,箱,0,5,16244456.86001221
美制加仑,加仑,0,1,16223238.96
UNKNOWN,千瓦时,0,14,16213731.56199219
个,平方米,0,51,16149198.35926453
平米,个,0,55,16131727.70381905
项,台,0,73,16117403.61987183
月,个/月,0,1,16110039.9
Kg,件,0,45,16095472.22454712
个,枚,0,34,16093813.73271728
1,项,0,16,16089731.26
个,双,0,88,16060585.23918396
克,升,0,4,16038470.359375
瓶,斤,0,13,16014907.78060227
件,双,0,66,16007446.55226776
EACH,辆,0,2,16002744.55999756
UNKNOWN,千度,0,1,16000000
千克,袋,0,51,15980934.07540894
18kg/罐,KG,0,1,15927867.04000007
UNKNOWN,张,0,58,15922896.13298828
公斤,T,0,18,15896827.70796875
支,升,0,8,15828650.28955078
根,吨,0,67,15803041.02389649
吨,付,0,45,15789918.97071289
张,万张,0,8,15771549.65265625
个,具,0,19,15754629.23750855
1,批,0,6,15709129.4375
箱,只,0,152,15705779.26576416
MWH,MWH,1,1,15664884.875
UNKNOWN,千克,0,21,15654920.00128906
KG,平方,0,15,15530905.07960938
平方英尺,英尺,0,2,15530761
KG,1,0,1,15513473
KG,盒,0,41,15495097.99719086
外内垫,套,0,2,15447451
米,枚,0,6,15439722.88769531
千克,平方,0,11,15423923.3153125
立方米,套,0,33,15358169.89925781
平方,个,0,95,15331899.53018597
只,组,0,82,15285273.49828125
BOX,箱,0,2,15244538.06953125
台,1,0,18,15221865.71875
外,套,0,2,15215404
重箱,重箱,1,9,15142693.18749999
UNKNOWN,车,0,12,15093707.65
吉焦,平米,0,3,14947064.40625
万粒,盒,0,14,14940519.5
袋,瓶,0,129,14936199.46964615
粒,盒,0,8,14849197.996875
套,公斤,0,86,14843434.5465094
UNKNOWN,米,0,75,14841337.43003906
万只,万只,1,9,14819358.64554688
打,把,0,13,14778504.336875
平方米,千克,0,49,14740419.62729492
颗,平米,0,1,14705263.97
码,条,0,11,14700920.01022461
百米,米,0,16,14690676.683125
个,公斤,0,194,14689860.26377525
Kg,公斤,0,64,14623414.24145264
码,双,0,18,14579736.04953125
个,部,0,56,14568979.85010803
樘,UNKNOWN,0,7,14452539.125
只,箱,0,80,14382913.87686767
批,公斤,0,43,14352576.14321045
提,提,1,103,14334578.99890259
张,吨,0,51,14332900.02558594
T,KG,0,19,14310298.93770508
套,pcs,0,44,14276000.90808594
顶,顶,1,252,14258626.13879029
千粒,PCS,0,3,14208865.97875
千克,千瓦时,0,2,14182548.45
克,g,0,12,14181802.56609375
UNKNOWN,块,0,69,14178523.12070068
千克,km,0,1,14151305
台,节,0,25,14052488.72
台/套,UNKNOWN,0,2,14039629.2
kWh,UNKNOWN,0,6,14031004.46203125
米,双,0,45,14029076.49652267
KWh,千瓦时,0,1,14000000
片,㎡,0,8,13996152.1
只,项,0,36,13993765.52
万只,kg,0,1,13983878.58000001
吨(MT),公斤,0,3,13930759
个,ea,0,11,13906725.10017715
基准吨,kg,0,1,13899708.13
㎡,只,0,9,13878175.83992188
次,元,0,15,13858803.56
M3,立方,0,2,13854458.5
Kg,Kg,1,19,13805439.9196875
千只,千支,0,4,13790063.49030926
SF,平方英尺,0,1,13763934.86
片,项,0,3,13658377.75
根,条,0,149,13632979.07771255
1SA,袋,0,251,13596798.17100914
立方,吨,0,28,13534339.42746094
张,台,0,121,13496058.96904297
Kg,盒,0,7,13450710.25
万只,只,0,27,13352661.19608277
度,个,0,11,13337753.86978455
片,pcs,0,45,13328291.7866565
台,kg,0,41,13270290.34516846
重箱,平方,0,4,13201399.8065625
车,UNKNOWN,0,11,13168127.89990234
PCS,批,0,67,13163993.93479492
把,支,0,165,13107118.06830368
米,支,0,94,13105585.60596413
M2,M2,1,3,13023930.0103124
罐,瓶,0,125,13000348.52501862
立方米,PCS,0,3,12995213.3125
米,箱,0,115,12977571.95676941
CAR,件,0,6,12915469.24
千瓦时,kwh,0,9,12908758.45765625
PCS,把,0,115,12901510.02560516
千只,PCS,0,20,12878524.64007813
UNKNOWN,平米,0,12,12867592.37167969
KGS,千克,0,2,12765372.26
PC,千克,0,33,12760936.42055664
EA,批,0,27,12757252.57140381
项,平方米,0,12,12730082.57828125
台,节点,0,1,12728326.64
批,pcs,0,10,12708021.160625
包,UNKNOWN,0,174,12693871.97783226
个,顶,0,59,12674949.11454163
kW·h,kwh,0,1,12674600.57
批,次,0,60,12659544.0084375
台,把,0,703,12645408.38711227
块,平方米,0,12,12630472.85
套,车,0,4,12629268.5
箱,杯,0,38,12597229.76584045
听,件,0,11,12575217.21363281
个,卷,0,317,12546702.21119785
T,件,0,24,12541089.52349609
立方米,片,0,10,12532223.78040054
个,千千瓦时,0,3,12465594.88
UNKNOWN,批次,0,5,12448250.62988281
台,付,0,62,12446222.84796143
只,盒,0,159,12430971.7504612
UNKNOWN,台/天,0,1,12419851
块,PCS,0,54,12415915.7746582
次,吨,0,39,12401403.6179126
册,批,0,9,12384648.3203125
吨,M3,0,3,12381626
重箱,件,0,2,12371950.48
套,节点,0,3,12351670.765625
kW·h,KM,0,1,12351297
克,UNKNOWN,0,13,12345653.68103027
罐,UNKNOWN,0,55,12335977.47391592
立方米,项,0,6,12300977.28125
片,把,0,128,12156385.25051895
吨,平方英尺,0,1,12148698
根,件,0,228,12130014.31884079
卷,平方米,0,58,12122268.90357422
km,UNKNOWN,0,3,12085184.21000671
kg,支,0,75,12040560.38945007
方,UNKNOWN,0,14,12036029.56827057
吨,斤,0,36,12030099.51090759
平方,米,0,35,11999549.34813111
条,KG,0,21,11979015.09079101
条,千克,0,47,11962620.95414307
立方米,瓶,0,5,11920704.50000244
㎡,平米,0,20,11906651.940625
包,千克,0,30,11842743.89015045
ST,ST,1,7,11795648.90910156
立方米,立米,0,1,11778423.4
组,双,0,4,11740684.65
箱,斤,0,52,11703839.46240784
平米,UNKNOWN,0,23,11697624.65827576
万只,罐,0,1,11696299.85
公升,升,0,6,11593198.150625
度,千瓦时,0,10,11584438.27475586
片,副,0,13,11564620.37853027
组,台,0,103,11529726.87597656
套,㎡,0,23,11525199.33503906
票,套,0,2,11455205.1
千只,箱,0,2,11448050.9
PC,ST,0,7,11445177.31798767
KG,支,0,54,11432336.24307861
条,公斤,0,45,11390086.73130425
UNKNOWN,瓦,0,1,11286652
盘,盘,1,189,11271817.60438049
罐,箱,0,37,11263316.83769531
箱,米,0,242,11246104.96988861
套,克拉,0,1,11236639
小时,项,0,3,11235159.8
块,千瓦时,0,2,11234223.0125
Kg,吨,0,25,11172461.51875
千,千支,0,1,11065589.27999999
盒,台,0,160,11050035.47666
令,吨,0,24,11014350.65140625
架,架,1,24,10993049.0575
升,瓶,0,83,10992341.31874512
辆,批,0,15,10957137.6575
只,公斤,0,116,10945690.44058166
张,平方,0,35,10846129.44367187
台,卷,0,111,10822042.28642029
kw.h,度,0,14,10818421.5234375
枚,批,0,3,10732400.78027344
立方,方,0,13,10694104.7348645
kg,平方,0,20,10634633.3515625
箱,平方,0,9,10597321.870625
头,把,0,1,10508611.7
吨,盒,0,47,10503297.09357422
吨,组,0,34,10493176.72817383
袋,KG,0,34,10443034.86806899
kWh,度,0,18,10416513.00254883
每一个,支,0,2,10407814
盒,罐,0,41,10390268.37811386
块,W,0,2,10333805.2
只,颗,0,23,10321820.03998779
组,节,0,7,10254783.09375
KWH,批,0,2,10253699.91
公斤,瓶,0,210,10250030.17168305
批,M,0,3,10246637.24
条,箱,0,43,10216882.42020294
包,PCS,0,16,10203147.04460815
包,批,0,49,10200914.3390625
双,付,0,152,10200657.60710312
套,台/套,0,3,10172193.63
米,kWh,0,2,10170297.45
包,瓶,0,83,10153008.35153057
对,对,1,124,10146426.78211914
只/支,只/支,1,8,10128296.04
套,樘,0,29,10105800.3584375
件,pcs,0,25,10103382.36701492
支,kg,0,70,10052693.43766113
SET,项,0,2,10043877
桶,UNKNOWN,0,101,10003085.20666008
条,盒,0,86,9945323.045816498
支,PC,0,57,9918368.579327697
MWH,千瓦时,0,1,9894861
KG,PCS,0,34,9853837.34437889
对,个,0,99,9848853.747436825
只,付,0,115,9820334.222302474
项,1,0,7,9814443.119999999
批次,项,0,1,9780000
公升,KG,0,5,9757968.74
本,套,0,36,9745946.650234995
UNKNOWN,册,0,9,9725656.779999999
包,公斤,0,52,9685396.87990875
平方,件,0,28,9682867.413945312
片,KWH,0,1,9681470
kW.h,度,0,3,9622683.955444336
根,千克,0,36,9611785.522653732
套,对,0,52,9566804.759990234
块,张,0,50,9539884.581582641
箱,听,0,35,9510988.956392212
式,套,0,12,9503060.86375
平方尺,平方英尺,0,2,9498913.25
EA,PCS,0,19,9498886.875478212
KM,km,0,11,9474738.044956055
pc,件,0,6,9465912.449975586
令,张,0,34,9453801.2228125
1,平方米,0,1,9450000
PC,箱,0,5,9435675.250000002
W,度,0,3,9417118.819946289
㎡,吨,0,7,9404258.075468751
月,台,0,22,9402433.649062501
只,把,0,351,9397480.044880789
千瓦,个,0,1,9375004
台,盒,0,191,9363453.776268387
立方,m3,0,17,9358450.288828127
批,米,0,93,9335194.210303651
瓶,Kg,0,6,9310897.119999999
袋,件,0,110,9301125.622797469
月,票,0,4,9287893.5
公斤,平方,0,41,9279226.765611568
UNKNOWN,PCS,0,74,9267948.950109098
立方米,块,0,22,9238866.169638671
瓦,千瓦时,0,7,9227521.512084961
批,平方米,0,22,9213377.419375001
kwh,月,0,4,9187830.96875
吨,粒,0,9,9183278.203749999
盏,套,0,18,9170843.53772461
百支,百只,0,1,9138154
km,卷,0,12,9134709.363671875
SET,个,0,28,9128793.614604492
吨(MT),KG,0,2,9123310.75
面,套,0,16,9087190.850703124
立方,个,0,26,9045495.629575197
平方米,箱,0,31,9012629.756712647
次,笔,0,14,8996846.6
KW.H,KW.H,1,4,8991059.930664063
KG,桶,0,112,8989655.848325195
项,PCS,0,7,8917319.92
千支,套,0,22,8892474.279987793
毫升,升,0,1,8874841
万度,UNKNOWN,0,1,8808587
支,桶,0,112,8804008.723449707
KWH,无,0,1,8787284
PC,千个,0,1,8785326.17
UNKNOWN,支,0,57,8773757.427927399
千瓦时,台,0,18,8761750.989951173
节,只,0,25,8727323.669804689
UNKNOWN,井次,0,2,8671461.470000001
片,千克,0,47,8671167.400664063
平方,平米,0,13,8670865.258437499
只,袋,0,30,8649857.1165502
节,米,0,6,8634401.489990234
批,付,0,28,8626080.380348511
PAA,PAA,1,8,8615798.311220704
个,只(支),0,2,8545447.27
万片,个,0,4,8536521.18
套,本,0,22,8517685.260786057
排,排,1,5,8511188.599975586
千支,个,0,45,8503672.979711913
斤,瓶,0,8,8493018.528711701
万枚,枚,0,2,8481651.02
块,.,0,1,8480000
pcs,片,0,15,8476185.336640624
UNKNOWN,-,0,12,8445749.758125
方,吨,0,17,8442527.786992189
UNKNOWN,条,0,68,8422086.712161865
15瓶箱,箱,0,7,8418827.899609376
批,月,0,22,8397784.403002929
束,个,0,1,8385784.250000009
公斤,双,0,20,8365689.172763672
颗,PCS,0,15,8358681.805732422
KG,罐,0,6,8343372.23171875
月,元,0,6,8342819.280019531
根,kg,0,21,8328951.140651246
KG,升,0,19,8303004.641210938
吨,份,0,15,8301740.563696289
W,块,0,3,8300660.75
块,匹,0,2,8291824.63
无,次,0,7,8288786.5
千瓦时,千千瓦时,0,1,8279012.439999999
月,年,0,32,8261893.42375
平方米,公斤,0,31,8261123.703242187
UNKNOWN,口井,0,1,8256911.300000001
樘,平方米,0,16,8226447.657500001
发,发,1,1,8202245.26
个,kg,0,92,8193828.779955444
SET,套,0,23,8192977.332282715
千,千,1,15,8187390.039648438
只,千瓦时,0,1,8183109.62
盒,份,0,27,8183096.448735352
吨,千个,0,2,8175391.28125
个,SET,0,32,8155749.068769837
件,份,0,17,8153938.340012817
平方米,kg,0,18,8135237.195940856
套,kwh,0,2,8121044.690429688
