product_id,unit_std,dimension,nrec,value,share,qty_std,v_prod
106020599,桶,CONTAINER,2,268.7599983215332,.0000331608636552,24,8104734.578565598
106020599,瓶,CONTAINER,1,200,.0000246769339651,8,8104734.578565598
106020599,包,CONTAINER,2,145,.0000178907771247,5,8104734.578565598
106020599,卷,CONTAINER,1,141,.0000173972384454,96,8104734.578565598
106030101,套,SET,1792,6278680446.943542,.7201469833062283,7636904.218374398,8718609662.318974
106030101,个,COUNT,936,1161559731.771605,.133227633391108,238879839.7027019,8718609662.318974
106030101,UNKNOWN,UNKNOWN,250,516144530.4923153,.0592003255660182,53317542.28957035,8718609662.318974
106030101,OTHER,OTHER,123,431971122.3775024,.0495458724622622,28647025.14004985,8718609662.318974
106030101,批,BATCH,24,226844101.0236816,.0260183802016141,1674.990000009537,8718609662.318974
106030101,项,SERVICE,68,52214399.89111328,.0059888447715212,200705.2722873092,8718609662.318974
106030101,次,SERVICE,35,25765869.18005371,.0029552727072312,2143.50000077486,8718609662.318974
106030101,月,TIME,30,12415185.77197266,.0014239868801135,7207,8718609662.318974
106030101,笔,SERVICE,2,6578708.5,.0007545593569159,22,8718609662.318974
106030101,平方米,AREA,4,4529229,.0005194898241144,507.1003313064575,8718609662.318974
106030101,元,MONEY,2,1047639.0390625,.0001201612504331,1407,8718609662.318974
106030101,期,SERVICE,4,602958,.0000691575862842,85,8718609662.318974
106030101,卷,CONTAINER,4,96808.328125,.0000111036428828,1154,8718609662.318974
106030101,千克,MASS,1,65400,7.50119600865e-06,2598.800048828125,8718609662.318974
106030101,份,SERVICE,4,26364,3.02387662954e-06,20,8718609662.318974
106030101,单,SERVICE,1,22000,2.52333810689e-06,4,8718609662.318974
106030101,箱,CONTAINER,3,21900,2.51186838822e-06,149,8718609662.318974
106030101,千米,LENGTH,4,11459,1.31431506213e-06,3.91,8718609662.318974
106030101,副,SET,1,10909,1.25123160946e-06,456,8718609662.318974
106030101,瓶,CONTAINER,1,800,9.17577493413e-08,1,8718609662.318974
106030101,盒,CONTAINER,1,100,1.14697186677e-08,6,8718609662.318974
106030102,套,SET,1896,4265010439.99295,.8416943790793834,19711288.12484724,5067172296.740147
106030102,UNKNOWN,UNKNOWN,293,295226144.8184222,.0582625037258649,264764.9416106567,5067172296.740147
106030102,个,COUNT,749,289877598.9492965,.0572069750096682,1146223108.416471,5067172296.740147
106030102,OTHER,OTHER,135,88526175.93359375,.0174705280873408,393648.7870360613,5067172296.740147
106030102,项,SERVICE,62,70556495.41650391,.0139242345206803,1093.863507658243,5067172296.740147
106030102,箱,CONTAINER,8,32318647.08984375,.0063780438471838,141022.34375,5067172296.740147
106030102,次,SERVICE,28,11791405.49414063,.0023270188585706,108.6000000238419,5067172296.740147
106030102,批,BATCH,22,7327083.09375,.0014459905179194,1623.5,5067172296.740147
106030102,月,TIME,27,3981242.9765625,.0007856932315334,938.8000025749207,5067172296.740147
106030102,平方米,AREA,3,1524659.615005493,.0003008896334522,135.9259963035583,5067172296.740147
106030102,千米,LENGTH,4,385283,.0000760351094136,56.45480078125,5067172296.740147
106030102,份,SERVICE,5,259709.080078125,.0000512532562284,10,5067172296.740147
106030102,卷,CONTAINER,3,151060,.0000298114986335,20118,5067172296.740147
106030102,盒,CONTAINER,8,116372,.0000229658660067,21052,5067172296.740147
106030102,期,SERVICE,1,114000,.0000224977548274,2,5067172296.740147
106030102,包,CONTAINER,5,5922,1.16869915866e-06,24,5067172296.740147
106030102,瓶,CONTAINER,1,49.79999923706055,9.82796643191e-09,2,5067172296.740147
106030102,副,SET,1,7.480000019073486,1.47616847840e-09,2,5067172296.740147
106030103,个,COUNT,1335,1878066366.71058,.4938917610419558,79968606.49569249,3802586952.955953
106030103,套,SET,859,1647611599.262089,.4332870279222182,15947294.86313781,3802586952.955953
106030103,UNKNOWN,UNKNOWN,152,169899891.2976608,.0446800805345394,2156203.879141787,3802586952.955953
106030103,OTHER,OTHER,89,65080556.55511475,.0171148108801363,6058804.648832917,3802586952.955953
106030103,批,BATCH,42,29181035.89453125,.0076739956917612,2301.25,3802586952.955953
106030103,项,SERVICE,27,5044337.371322632,.0013265541153244,212.8900000452995,3802586952.955953
106030103,车,CONTAINER,1,1514492,.0003982793868324,2253,3802586952.955953
106030103,笔,SERVICE,1,1500000,.0003944682971244,1,3802586952.955953
106030103,平方米,AREA,4,935570,.0002460351364938,3299.830001831055,3802586952.955953
106030103,月,TIME,8,811083,.0002132976865577,528,3802586952.955953
106030103,千克,MASS,5,730603.8125,.000192133361193,154642.6518249512,3802586952.955953
106030103,次,SERVICE,8,674934.40625,.0001774934839361,80.40000009536743,3802586952.955953
106030103,千瓦时,ENERGY,2,579843.328125,.0001524865401629,717383,3802586952.955953
106030103,箱,CONTAINER,13,259475.9774169922,.0000682366979709,652.914794921875,3802586952.955953
106030103,副,SET,7,224193.7409667969,.0000589582154834,366,3802586952.955953
106030103,份,SERVICE,2,196620,.0000517069043871,144,3802586952.955953
106030103,千米,LENGTH,20,136298.3996582031,.0000358435984093,30.61219999694824,3802586952.955953
106030103,瓶,CONTAINER,8,68602.52005004883,.0000180410128417,1733,3802586952.955953
106030103,盒,CONTAINER,12,35211.51953125,9.25988543244e-06,557,3802586952.955953
106030103,桶,CONTAINER,4,28882.16015625,7.59539768941e-06,824,3802586952.955953
106030103,包,CONTAINER,5,5260,1.38326882858e-06,234,3802586952.955953
106030103,卷,CONTAINER,1,1225,3.22149109318e-07,5,3802586952.955953
106030103,立方米,VOLUME,1,870,2.28791612332e-07,.003,3802586952.955953
106030200,套,SET,36,42839843.25189209,.4944986810101319,146350.7300002575,86632876.68307114
106030200,个,COUNT,138,28813616.37879562,.3325944777778119,15302925.10000002,86632876.68307114
106030200,批,BATCH,4,10121484.53988647,.1168319110181909,113,86632876.68307114
106030200,UNKNOWN,UNKNOWN,18,3000110.411376953,.0346301603530061,288590.1000000015,86632876.68307114
106030200,OTHER,OTHER,13,649091.328125,.0074924365088276,22743,86632876.68307114
106030200,盒,CONTAINER,8,544843.2798309326,.0062891052530107,288611,86632876.68307114
106030200,千克,MASS,2,415961.5400390625,.0048014282333112,2078787.892578125,86632876.68307114
106030200,千米,LENGTH,3,171036.3515625,.001974266099788,3.978540000915527,86632876.68307114
