product_id,product_name,class,v_prod,n_units,top1,top2,top3,unit1,share1,unit2,share2,unit3,share3,unit4,share4,unit5,share5
305010000,工程服务,B 前2个>=90%,357108617534.4899,30,0.8041286201515023,0.9145506538532279,0.9683669337912884,UNKNOWN,0.8041286201515023,项,0.11042203370172551,次,0.05381627993806053,元,0.005676590236006315,OTHER,0.005609901931830351
102010200,洗煤,B 前2个>=90%,222931694627.93008,20,0.7325043439221279,0.9998206518056719,0.999925326128984,千克,0.7325043439221279,UNKNOWN,0.267316307883544,个,0.00010467432331210758,OTHER,3.5033887635560555e-05,套,3.210485212497599e-05
109030501,乘用车,B 前2个>=90%,190147511686.5099,26,0.8649551450264823,0.9470520121129502,0.9985574344418863,个,0.8649551450264823,UNKNOWN,0.08209686708646788,批,0.051505422328936075,套,0.001033695429388807,OTHER,0.00017850049290131203
110010102,供电,B 前2个>=90%,114216077480.01048,30,0.8484788631509531,0.9134258375175721,0.9637681953329709,千瓦时,0.8484788631509531,UNKNOWN,0.06494697436661903,OTHER,0.050342357815398704,个,0.015066064508047584,套,0.007242746532026361
109031001,机动车（汽车）零配件,B 前2个>=90%,106549361010.3102,30,0.8326190917029126,0.9104158931063289,0.9491205105764509,个,0.8326190917029126,套,0.07779680140341633,UNKNOWN,0.03870461747012198,OTHER,0.030081337779959586,千克,0.010311633463889896
109041501,房间空气调节器,B 前2个>=90%,82748171523.08011,25,0.7825326455719807,0.9774281476926755,0.9979000993714823,套,0.7825326455719807,个,0.19489550212069484,UNKNOWN,0.020471951678806815,批,0.0015655004453345302,OTHER,0.0003095533928850074
107010103,柴油,B 前2个>=90%,78407086418.16992,19,0.8219770934894047,0.982863936268283,0.9986723822989055,千克,0.8219770934894047,立方米,0.1608868427788782,OTHER,0.01580844603062258,UNKNOWN,0.0008980078136621498,桶,0.00017337739190433361
305990000,其他建筑服务,B 前2个>=90%,59284991374.21007,28,0.826304716018402,0.9240661413239518,0.9414112111437195,UNKNOWN,0.826304716018402,项,0.09776142530554979,次,0.01734506981976771,立方米,0.015938774423454833,OTHER,0.011854672677336874
108031601,铝材,B 前2个>=90%,37737171191.88999,25,0.8830301342751777,0.9342997369810053,0.9803967279932476,千克,0.8830301342751777,个,0.05126960270582753,平方米,0.046096991012242274,套,0.007678511198854057,千米,0.005007615555471516
307040200,住宿服务,B 前2个>=90%,33054513915.01975,21,0.857453841717243,0.9560439859419687,0.9768137596111571,UNKNOWN,0.857453841717243,OTHER,0.09859014422472562,次,0.020769773669188425,元,0.008615137618181782,月,0.005448194478157775
109040904,专用电缆,B 前2个>=90%,30264891922.590004,24,0.5969757683814616,0.9229170473512018,0.9610843911637796,千米,0.5969757683814616,UNKNOWN,0.3259412789697403,个,0.038167343812577754,OTHER,0.010607698715764186,千克,0.00937541031356562
104010105,布,B 前2个>=90%,27394376396.950047,23,0.8016912372637609,0.9505389110379291,0.970953321270763,千米,0.8016912372637609,千克,0.14884767377416822,个,0.020414410232833892,OTHER,0.011696960048182563,平方米,0.009345555861914186
304020101,软件开发服务,B 前2个>=90%,27178222205.43678,19,0.8563189413162264,0.9126029914184438,0.9404460081492667,UNKNOWN,0.8563189413162264,月,0.05628405010221739,项,0.027843016730822935,套,0.02475860409241164,次,0.019927176038823474
109051299,其他电子计算机配套产品及耗材,B 前2个>=90%,24688955074.28135,28,0.8924239100602231,0.9529226338383691,0.9628800486827943,个,0.8924239100602231,套,0.06049872377814594,UNKNOWN,0.00995741484442528,OTHER,0.00864254188838776,卷,0.00668166361126573
109031002,汽车底盘车架、车身及其零配件,B 前2个>=90%,20695325295.000008,28,0.8739994544642408,0.9236933280332863,0.9516646863187179,个,0.8739994544642408,套,0.04969387356904557,千克,0.02797135828543157,OTHER,0.016117168663233605,UNKNOWN,0.0158495187161541
109041302,蓄电池,B 前2个>=90%,20548333885.48998,21,0.694272020315179,0.9433839610825333,0.964316472260665,个,0.694272020315179,套,0.24911194076735435,千克,0.02093251117813164,OTHER,0.015415042576452988,批,0.009510219034740986
108020713,焊接钢管,B 前2个>=90%,18365282903.330036,23,0.8816011795998131,0.9375658884414958,0.9873429741080737,千克,0.8816011795998131,千米,0.05596470884168272,个,0.04977708566657792,批,0.004432457228591876,UNKNOWN,0.0026900049898519237
106010204,包装用纸及纸板,B 前2个>=90%,17242927762.489998,25,0.7949651056967919,0.9522613862675529,0.9811927246841768,千克,0.7949651056967919,个,0.1572962805707609,平方米,0.028931338416624014,套,0.0072378651716846045,UNKNOWN,0.002562972035766287
109041303,太阳能电池,B 前2个>=90%,15567660396.929993,14,0.5377867077535304,0.9748706826038454,0.9858915164739004,瓦,0.5377867077535304,个,0.4370839748503149,UNKNOWN,0.011020833870055004,OTHER,0.007741406832960344,千克,0.004849140694570064
109010206,发动机零部件,B 前2个>=90%,15277624349.259949,26,0.8581517331230248,0.9212223684477293,0.9475747505822921,个,0.8581517331230248,千克,0.0630706353247045,套,0.026352382134562848,UNKNOWN,0.01618661500156463,OTHER,0.01068195335342857
104020199,其他服装,B 前2个>=90%,14875013919.29007,25,0.8502402879145461,0.9278320932918337,0.9556617113672269,个,0.8502402879145461,套,0.07759180537728759,UNKNOWN,0.027829618075393196,批,0.019220225971636945,千米,0.01033518661522956
