product_id,v_prod,n_units,dom_unit,dom_share,千克,个,UNKNOWN,套,立方米,千瓦时,千米,OTHER,箱,项,盒,次,平方米,批,瓶,月,包,瓦,袋,桶,笔,份,元,副,卷,单,罐,期,票,车,令,伏安
109010508,4.49918e+08,16,个,0.9195,0.000840,0.919523,0.003503,0.022181,0.000005,,0.000110,0.043772,,0.000845,0.000054,0.000139,,0.000929,0.000020,,,,0.000028,0.000047,,,,0.008004,0.000000,,,,,,,
109051002,4.46979e+08,19,个,0.7624,0.021851,0.762358,0.004169,0.152162,,,0.000366,0.015288,0.002311,0.000803,0.020380,0.000829,0.000232,0.008899,0.000053,0.000002,0.001260,,0.008860,0.000008,,,,0.000109,0.000059,,,,,,,
104030601,4.46587e+08,9,平方米,0.4981,0.080379,0.313024,0.001666,0.000422,,,0.001315,0.104233,,,,0.000001,0.498133,,,,,,,,,,,0.000826,,,,,,,,
106040802,4.45416e+08,18,个,0.7019,0.227174,0.701873,0.032644,0.027451,,,0.000025,0.004042,0.000002,0.000037,0.004650,0.000001,0.000006,0.001684,0.000015,,0.000004,,0.000376,,,0.000008,,0.000007,,0.000001,,,,,,
107030214,4.45286e+08,17,瓶,0.3948,0.015240,0.157493,0.001249,0.012542,0.000341,,0.000004,0.142169,0.004096,,0.225731,,,0.000036,0.394831,,0.001105,,0.029096,0.014450,,0.000477,,,0.000000,,0.001141,,,,,
104010203,4.45284e+08,17,千克,0.6493,0.649318,0.037308,0.001451,0.019094,,,0.289117,0.001820,0.000006,,0.000007,0.000001,0.001602,0.000017,0.000001,,0.000102,,0.000002,0.000000,,,,0.000132,0.000022,,,,,,,
106040703,4.44174e+08,16,个,0.9475,0.000525,0.947489,0.000449,0.044875,,0.000002,0.001640,0.000345,,0.000017,0.000060,0.000001,0.000449,0.004124,,,,,0.000002,,,0.000005,,0.000007,0.000010,,,,,,,
109051502,4.43687e+08,8,个,0.9587,0.000144,0.958689,0.000549,0.004589,,,,0.035848,,,0.000002,,,0.000179,,,,,,,,,,,0.000001,,,,,,,
301030102,4.41036e+08,13,UNKNOWN,0.5745,0.163211,0.001691,0.574500,,,,,0.002696,0.000096,0.000559,,0.001529,,0.021862,,0.224729,,,,,0.000023,,0.000516,,,0.000087,,,0.008500,,,
109032501,4.40013e+08,16,个,0.9987,0.000225,0.998666,0.000016,0.000032,,,0.000425,0.000017,0.000003,,,0.000075,,0.000466,0.000025,0.000001,0.000022,,0.000003,0.000000,,,,0.000001,0.000023,,,,,,,
106020201,4.38848e+08,23,个,0.6666,0.025508,0.666565,0.014165,0.076765,,,,0.048244,0.009550,0.000156,0.005910,0.000003,0.001780,0.004533,0.000061,0.000007,0.133071,,0.000651,0.000424,,0.011215,0.000005,0.000275,0.000602,0.000000,,0.000003,,,0.000508,
101010104,4.38773e+08,26,千克,0.4947,0.494713,0.216372,0.015385,0.075986,0.012322,0.001494,0.015073,0.006397,0.010813,0.002234,0.004113,0.012607,0.025570,0.019703,0.006442,0.001238,0.000776,,0.065916,0.004525,,0.000144,0.000015,0.000761,0.006695,,0.000296,,0.000010,,0.000399,
