product_id,product_name,class,v_prod,n_units,top1,top2,top3,unit1,share1,unit2,share2,unit3,share3,unit4,share4,unit5,share5
305010000,工程服务,B 前2个>=90%,357108617534.4899,30,0.8041286201515023,0.9145506538532279,0.9683669337912884,UNKNOWN,0.8041286201515023,项,0.11042203370172551,次,0.05381627993806053,元,0.005676590236006315,OTHER,0.005609901931830351
109050501,移动通信手持机（手机）,A 首要单位>=90%,292140941134.1606,24,0.9789244874246014,0.9893823810787427,0.9958894448068184,个,0.9789244874246014,UNKNOWN,0.010457893654141293,OTHER,0.006507063728075722,套,0.0030690025153929427,批,0.0007699078627487156
108030100,铜,A 首要单位>=90%,283599989390.9602,20,0.9963107967103706,0.9976526150999524,0.9986601174224088,千克,0.9963107967103706,UNKNOWN,0.0013418183895818215,个,0.00100750232245639,OTHER,0.0009252870536544681,千米,0.00020916074259165948
102010200,洗煤,B 前2个>=90%,222931694627.93008,20,0.7325043439221279,0.9998206518056719,0.999925326128984,千克,0.7325043439221279,UNKNOWN,0.267316307883544,个,0.00010467432331210758,OTHER,3.5033887635560555e-05,套,3.210485212497599e-05
102010100,原煤,A 首要单位>=90%,201555569626.3102,22,0.9753598813084264,0.9990673468408314,0.9996654856197474,千克,0.9753598813084264,UNKNOWN,0.023707465532404992,OTHER,0.000598138778916,个,0.00019539708633712228,套,2.8373702947544263e-05
109030501,乘用车,B 前2个>=90%,190147511686.5099,26,0.8649551450264823,0.9470520121129502,0.9985574344418863,个,0.8649551450264823,UNKNOWN,0.08209686708646788,批,0.051505422328936075,套,0.001033695429388807,OTHER,0.00017850049290131203
108020705,钢筋,A 首要单位>=90%,162344393099.9404,22,0.9889448252670167,0.9967287933753706,0.9979496694758343,千克,0.9889448252670167,OTHER,0.007783968108353856,批,0.0012208761004636923,UNKNOWN,0.0012113900526206228,个,0.00025075813320475545
109050901,电子计算机整机,A 首要单位>=90%,140300013139.94092,26,0.9397313679688256,0.9870698927810466,0.9974498522404047,个,0.9397313679688256,套,0.04733852481222095,UNKNOWN,0.01037995945935814,包,0.0009378294902136557,批,0.0006660974075375582
108020799,其他钢材,A 首要单位>=90%,121835306236.2899,25,0.9582796503295858,0.9749632616793849,0.9888989762205963,千克,0.9582796503295858,个,0.01668361134979899,UNKNOWN,0.013935714541211407,千米,0.005178237430014206,套,0.0018507398280157704
108020708,热轧薄板,A 首要单位>=90%,121064770548.5402,17,0.996100056198837,0.9991775532469201,0.9994825104737229,千克,0.996100056198837,个,0.00307749704808318,OTHER,0.00030495722680279916,平方米,0.0001479404054445298,套,0.00011575566200227668
110010102,供电,B 前2个>=90%,114216077480.01048,30,0.8484788631509531,0.9134258375175721,0.9637681953329709,千瓦时,0.8484788631509531,UNKNOWN,0.06494697436661903,OTHER,0.050342357815398704,个,0.015066064508047584,套,0.007242746532026361
