product_id,n_units,dom_unit,dom_share,dom_value,v_prod
108030602,61,吨,.9766824772397926,51618848484.85059,52851207723.85605
107010301,25,吨,.9971271605267591,50369559151.00537,50514679716.87413
109041302,130,个,.5585356134801666,27676691308.0288,49552240967.37315
108030202,38,吨,.9808635061774589,43804105473.44385,44658716730.27538
108020713,166,吨,.9233254543978321,37197383828.09315,40286319034.00983
103010501,147,吨,.5289253234873614,20811216672.06464,39346228565.59432
107020209,51,吨,.9721270570671513,36776771637.73853,37831239620.76709
106010504,201,个,.6632432087886561,24983645599.24427,37668905264.59256
109990000,717,台,.2951918875186501,11009698808.13951,37296752633.29832
108020710,87,吨,.9569232499476342,35648020543.86263,37252747851.84015
109040904,191,千米,.5770693253813236,21087682752.19795,36542719955.29021
102030200,35,吨,.9780595509170082,35565293342.7124,36363116447.63054
108031601,167,吨,.3968010874794458,14362043097.66348,36194565868.99458
108020709,114,吨,.7321344159186726,26215324510.45248,35806709724.95924
107060201,114,吨,.6993313311153423,24806551162.27148,35471814372.60686
109051299,263,个,.6460584120468965,22845767291.97555,35361767397.46127
107029999,195,吨,.7074927438786573,24361583340.23566,34433686495.04332
305020000,176,项,.4410647950058547,14901293745.50104,33784817818.6682
306020000,36,UNKNOWN,.8506186456700175,28358550883.16035,33338736491.98322
108040101,404,吨,.508442171978191,16908480594.65874,33255464488.46498
104010105,185,米,.6803193443219751,22364013882.5512,32872817845.33084
108020900,36,吨,.9882537942354175,30990946400.52966,31359299181.34687
304990000,286,UNKNOWN,.5397566098072715,16706362696.60036,30951659309.12014
109041801,34,个,.8224492156020001,25441022992.14554,30933244885.55044
107010111,47,吨,.9746420168220864,29989649650.79266,30769912576.28805
109041401,38,个,.9482724422470792,28615787308.21826,30176757262.29974
108049900,579,吨,.2131108196625764,6330828770.097107,29706744970.1562
107030709,102,件,.9159347767011979,27156949287.65434,29649435722.336
108010301,111,立方米,.2972083850354766,8772650662.106812,29516834328.4112
107020202,65,吨,.9671116026826393,28383569245.1665,29348804384.55526
107020217,19,吨,.9957526582777229,27849906612.96191,27968699236.14542
108031501,148,吨,.3173599429125767,8295526979.185059,26139174664.1139
109030503,64,辆,.9316527019204422,23752582848.85376,25495104345.09757
109031002,265,件,.4134285122792777,10162964469.22469,24582156690.63348
305990000,152,UNKNOWN,.538281083671476,13227697463.53809,24573959339.82183
304020300,145,UNKNOWN,.4753449179124085,11378847226.20854,23938085372.15773
109061803,34,只,.7261964215599741,16743543306.40281,23056493820.82506
108020800,51,吨,.9493744845421578,21842730900.66693,23007497311.45422
107010102,46,吨,.9952018925730343,22836475341.73926,22946575475.95386
106010204,143,吨,.7630309617653031,17473030023.36304,22899503295.30334
107022302,171,个,.6033658847513584,13442829350.88856,22279730575.7985
107040302,41,吨,.4014550606078151,8825632791.765625,21984111443.01768
104010102,114,吨,.6102981061262539,13399876884.52295,21956281282.88978
109051104,83,个,.7557116070055407,16347392707.60524,21631787253.31578
108030300,36,吨,.9701034535123769,20523021918.13086,21155498255.18585
108020706,93,吨,.9593003223910574,19773606797.27351,20612530128.19569
101010103,90,吨,.7956817868829136,16393172322.00781,20602673822.94639
107010107,303,吨,.4071498023170178,8320549938.470535,20436089839.9551
109051908,255,个,.2729371330660372,5276513003.661333,19332338346.15197
102020200,47,立方米,.4393994448912406,8481238500.750641,19301887153.83995
109010206,862,件,.4130144744526809,7872713458.802525,19061592137.26177
109040401,105,台,.8607381805051231,16275104162.38367,18908309786.87694
107022301,305,个,.7727672847330014,14472696661.90152,18728402389.47483
106051299,325,个,.6944784858081893,12959372432.84109,18660581569.7225
103020899,129,瓶,.4995162559690915,9105388252.249081,18228412275.76084
107020201,65,吨,.9592880310420631,17181704563.26953,17910892252.66915
106010599,291,吨,.3892809090436078,6800318668.419464,17468924137.9101
109041602,37,台,.5818139972339307,10137089807.36816,17423248418.84533
102019900,51,吨,.9882425228381542,17152396860.36572,17356465102.41777
108031401,124,吨,.5827992361354053,9864601114.088104,16926242353.20068
104020199,117,件,.6799234282405116,11444721572.10699,16832368317.89036
109031100,53,EA,.812465751641528,13624074187.80339,16768798143.52413
107060199,315,个,.1941875095093113,3245467681.920657,16713060948.77867
103030200,99,瓶,.4109939015944763,6794828468.125633,16532674674.16104
109059900,124,个,.8320197684242138,13677129154.23087,16438466576.5026
109050401,60,套,.4811890336795724,7793507276.74614,16196352641.60217
107020402,32,吨,.9906579443665509,15999955311.2207,16150837332.10401
108020704,109,吨,.8429126591597771,13553295223.34997,16079121693.17758
103040202,17,万支,.9961353904359632,15488809519.98438,15548899947.43147
108010101,64,吨,.9926961256271853,14840408432.08964,14949598420.87977
101010401,45,吨,.9502922913415676,13991078274.99805,14722920939.66821
108031102,20,公斤,.4595594549203365,6722188912.433594,14627462976.68681
109040999,261,米,.2713262351920313,3882722016.704964,14310160659.38838
303029900,46,UNKNOWN,.7893889450519516,11294045181.9827,14307326258.84369
109040201,49,台,.5522687157704392,7847090627.517578,14208826977.58923
102040102,44,吨,.801767332374958,11355520644.49609,14163112147.33493
108020703,115,吨,.9385972972092343,13158410342.85092,14019228887.59141
109051003,126,个,.7763864321882117,10753138063.13152,13850239542.21388
108020712,146,吨,.6938780590827681,9442300227.435364,13608010952.12185
107060101,222,公斤,.2252059248322367,2995745235.248627,13302248764.01567
306030299,24,份,.661690186170822,8763675737.625977,13244379198.58093
304050202,197,UNKNOWN,.5363592325707814,7097464635.204811,13232669830.6031
304030301,123,UNKNOWN,.712087119734317,9418333603.106476,13226378264.81189
103010602,76,吨,.9637330222907324,12603762974.98242,13078064861.80589
304030101,86,UNKNOWN,.371043999617314,4803654855.447113,12946321353.80572
104010106,99,米,.6427346649149646,8224873503.390335,12796685712.4137
105010301,92,张,.5532328438451476,6932797450.026489,12531427819.50779
107030205,272,盒,.7854152085002379,9763985179.777122,12431622247.83194
109051101,82,个,.8053254787994244,9943210665.212067,12346822405.31538
108020711,59,吨,.8372783965645102,10280729704.17526,12278747124.44364
109041805,60,个,.5884508204295852,7161726101.717158,12170475174.94988
101010500,55,吨,.9813129106112436,11776040125.55469,12000290629.23424
109062201,47,个,.9535434947513882,11403976773.92648,11959576921.97331
106010501,427,个,.4083274452785614,4834544947.891666,11839872640.92311
107022202,354,个,.724859730029871,8545004277.388615,11788493584.87121
109019900,412,台,.2470790567161567,2900415529.816921,11738815779.71582
109051906,90,个,.887142487493719,10383450054.91172,11704376919.48018
109041303,47,W,.3558489843792326,4164905342.625,11704137219.58641
109042201,43,台,.517562176546793,5995136262.727325,11583412649.52406
109040702,236,只,.53998294277974,6251803474.82741,11577779554.74703
102040101,52,吨,.9059750796925925,10317795786.35938,11388608823.39095
108030201,41,吨,.9422023894954346,10664872341.59454,11319088616.73102
109052100,99,片,.3601844323371962,4071581392.9021,11304157057.7664
104020401,109,双,.9198266249845487,10323432984.93812,11223237841.2742
109041701,54,个,.8849553636208715,9811858848.744678,11087405367.65449
107020216,28,吨,.9831541291776194,10890288339.49707,11076888166.66669
107021304,84,千克,.7323333771475758,8009653207.238953,10937168040.10271
108041401,1300,只,.2464311148132327,2680109995.807628,10875696430.78088
304080299,78,UNKNOWN,.6207315531558808,6656016909.313152,10722858980.62228
106010202,79,吨,.9520477284601734,10172677592.68555,10685050012.29158
108020100,75,吨,.9711108811816778,10143085189.01215,10444827038.36016
103010701,116,公斤,.3334632579329913,3467390139.703773,10398117505.34908
108041000,154,个,.5722695733926169,5930465618.307739,10363062958.51068
304010100,87,套,.5358515071909475,5535734804.209473,10330725452.70801
501020100,27,平方米,.7236037030298288,7455548588.6875,10303358810.1748
109041804,48,个,.8338791690203161,8572739095.572746,10280553123.35532
304080301,56,UNKNOWN,.9288048074277557,9394913625.334625,10115057060.6466
304020101,66,套,.4637770044965455,4630104129.520569,9983470686.621887
109010201,107,件,.4900514093623564,4806835324.494669,9808838894.57478
107030201,29,支,.9817880770061921,9595356239.726711,9773347695.346064
106020199,459,个,.3305831982963245,3194453530.493282,9663084956.997339
107020301,58,吨,.9725063935415187,9392942173.012398,9658488864.8461
108011001,121,平方米,.6519421096993774,6241948066.669559,9574390078.2047
304020199,106,UNKNOWN,.7244621349632239,6927509472.928734,9562279570.733393
109051201,58,个,.9208948781007797,8797981527.140095,9553730546.623013
109013104,101,个,.3128183705238184,2985600313.362875,9544197511.045942
107060110,202,只,.3365543464101706,3195094130.717424,9493545885.820923
101020201,44,立方米,.9139949332985731,8667165632.770622,9482728313.920898
107020213,54,吨,.8717050118423736,8222634177.6875,9432817370.533096
104020499,75,双,.7137042377278445,6661867108.355307,9334212627.85841
108020702,52,吨,.9639208485302935,8937705436.760559,9272239987.741764
109011800,141,台,.4116917522849896,3810339398.44751,9255321189.45594
107020106,47,吨,.9789173391239226,9026776982.023056,9221184078.832975
108031201,47,吨,.6540529681170382,6029444872.46875,9218588044.676258
108013001,44,吨,.9607622404360917,8844655253.789551,9205873088.616541
109051700,69,个,.2695490046863326,2427044869.290304,9004095088.811754
108032500,25,吨,.9410864815729142,8449027129.834961,8977949737.109619
106030101,112,套,.718952474559609,6268265991.443542,8718609662.318974
109040703,393,个,.5464036106966217,4722754444.276211,8643344135.766361
102030300,42,吨,.9039377015064868,7744436552.15625,8567445012.249746
108020500,68,吨,.8987764876215669,7669672971.109863,8533459738.589876
109011901,274,台,.3316231485298521,2822684850.734657,8511724417.454425
108031099,67,吨,.8650486739947011,7317534922.36438,8459101946.914497
301020201,34,UNKNOWN,.5045320470364359,4236411737.236328,8396714861.068848
107020105,46,吨,.9710629156251835,8067499492.945068,8307906071.926455
109051999,154,个,.3430440676046299,2839599947.721301,8277653560.807346
108041700,813,个,.2785889265457487,2295417663.2637,8239443296.34637
107021401,988,吨,.5119480472468828,4204046374.333618,8211861334.254198
105020101,166,个,.3151863479276822,2585842835.511351,8204171444.965815
109041901,51,个,.8804528933786481,7165689248.669472,8138640127.777729
103010201,87,吨,.3065130837424203,2483465290.519531,8102314133.534746
109012001,130,件,.6964305908306311,5436079413.212534,7805629857.139009
110010202,48,吨,.6970734337583085,5348455290.705322,7672728627.554834
109050303,55,套,.8594073350566072,6361389148.708252,7402065224.739142
304040800,133,吨,.3056682989275573,2258969022.358246,7390262681.095421
107020403,13,吨,.9983169791027772,7366234643.9375,7378653071.249771
109052205,67,PC,.6847478562377443,5051961541.389404,7377842070.43266
107021302,120,吨,.7673979856308082,5642580711.591553,7352874020.060529
103020402,172,罐,.4070090463149729,2962955735.112776,7279827713.755108
305040000,104,UNKNOWN,.5518361087535268,4003859924.152332,7255523624.93304
108020200,32,吨,.9913072669236712,7159242602.967896,7222021709.964065
107060107,150,吨,.2399621388696515,1728516356.420433,7203287837.667471
109010801,67,台,.8754185812349325,6302297965.381226,7199182311.724205
109042101,71,件,.4302430647634885,3072219110.676392,7140659227.976725
107060109,181,只,.3831590907582892,2730601569.942738,7126547786.035178
107021801,68,EA,.9114390306130052,6493914405.797485,7124902695.279445
107030203,71,支,.5756226464281679,4055633692.693024,7045646514.880695
109050599,67,个,.7925717527866856,5581317253.248934,7042034028.622644
106010299,86,吨,.8345264966340585,5789392329.957598,6937337943.502419
109050502,73,个,.543934964480316,3753683984.350695,6900979399.14016
109023299,98,台,.4375087490080574,2996601199.203354,6849237200.392916
109040902,196,千米,.3768921546873621,2577603624.34729,6839101298.05024
109020309,133,件,.7192476930811528,4912503789.307911,6830058457.696899
304050201,176,UNKNOWN,.3207621373444785,2189628682.670898,6826331501.586716
109010101,222,台,.3886509866001439,2629544156.930855,6765823959.264025
109029900,321,台,.3769507517520634,2532937914.157532,6719545994.760485
109040704,202,台,.5246144649429109,3491355119.236588,6655087407.123859
107060103,319,米,.5113433091414719,3402070075.443179,6653201507.916745
109011501,62,台,.7653675720491484,4979220990.009766,6505659727.232372
107021001,55,吨,.6107369710773014,3949244379.995117,6466358787.857397
107050102,58,条,.7887541304639106,5093951937.299072,6458225371.578128
103040201,54,万支,.7514561671007169,4846846807.671875,6449939490.645309
304010500,162,UNKNOWN,.4851735730020409,3052300029.142418,6291150629.363686
107020306,89,千公斤,.29176376411242,1835150592,6289850960.700161
101010101,139,吨,.3843098068637172,2411782374.978458,6275620168.687803
102060000,105,吨,.8724570512568058,5468471149.443604,6267897246.708103
101011800,75,千克,.3862616113803425,2419292056.135254,6263351016.140808
109062104,42,PC,.991665369227208,6208028496,6260204993.180145
107020108,51,KG,.5328966897970339,3326671104.399902,6242619194.476405
109013702,185,件,.375473427347944,2310850147.350449,6154497173.535074
103020401,174,件,.7054818074377446,4333235755.575632,6142236000.831275
103030500,85,瓶,.4164457514083916,2541157431.612778,6102013102.592003
307990000,184,UNKNOWN,.6124667853093059,3726743975.108919,6084809926.838484
103029900,192,箱,.301446824748812,1832726797.783306,6079768129.289372
107050101,112,个,.3769966075900786,2287871222.787776,6068678541.732283
107021402,78,吨,.4430017929439258,2678566608.476593,6046401281.305062
107020407,24,吨,.9899907032116794,5881034118.488281,5940494288.895157
109020301,83,台,.8808907345139902,5146270607.689941,5842121396.05404
108012600,97,吨,.7546327762126938,4393045799.762695,5821435191.047828
107020101,70,吨,.6055880789311783,3502815901.420078,5784155968.85974
107021404,88,吨,.6726072785482919,3885001656.335938,5776032731.493853
109021102,127,套,.696936532614238,4000600593.78891,5740265299.025852
109013002,110,个,.8566301736166421,4885842499.607787,5703561058.303665
106050901,49,件,.4284863298035709,2442647789.987228,5700643451.348845
106010203,103,个,.7787512900086936,4435162956.366869,5695223896.601645
103010406,14,吨,.9797264911945864,5540793975.164063,5655449786.203228
107020801,311,公斤,.3580704396180248,2003892003.017273,5596362562.502911
107060112,300,个,.541412078948076,3024370003.141689,5586077815.289639
107060106,215,条,.4025122901689654,2220982578.682243,5517800655.850596
109041704,44,个,.8686050792426867,4780337528.39327,5503464857.195076
109041703,65,个,.9265168728140075,5098164937.757486,5502506308.67994
109012303,177,个,.5655088131929774,3092548574.646718,5468612517.611461
109023207,235,PC,.1864551282692967,1017351989.647631,5456283230.667014
107010302,11,吨,.998368141499813,5401891584.488281,5410721115.733131
109062402,54,个,.7299130059181244,3936521013.894369,5393137239.612272
109013001,103,个,.7407244261414484,3962120421.760086,5348980379.112652
109030900,33,台,.6854459444294693,3652190882.892578,5328196793.012581
307040200,565,UNKNOWN,.7881557613133803,4197061037.174065,5325166982.450392
107010113,19,吨,.9932280342463413,5284035804.640137,5320063089.690826
106010101,68,吨,.935568621375017,4976964624.986328,5319721623.0613
107010303,27,吨,.9892196156640503,5250238546.492188,5307454950.706543
104020123,49,件,.5946427902159555,3123030677.098389,5251944072.111263
107020601,41,千克,.6729628472268424,3533634035.304688,5250860504.210821
109041706,38,台,.4968573107965528,2572315529.0121,5177171540.231962
108010601,74,平方米,.2895971519250931,1495137979.518457,5162820040.112783
107060108,60,米,.4379207796647714,2257762730.169006,5155641922.03285
109051901,85,只,.6168717876688901,3180167128.606823,5155312971.313576
104010204,54,米,.9271947425882855,4705346779.876129,5074820384.271211
106030102,96,套,.8416448568676544,4264759502.413605,5067172296.740147
102040103,39,吨,.9756545529091064,4919289587.125,5042040312.790186
301990200,83,UNKNOWN,.5971320252959476,2969996063.583351,4973767839.886626
107030801,215,盒,.4006768224099255,1987926808.552942,4961422017.366225
109051102,77,粒,.3587486850448777,1778758080,4958228849.751703
109050107,123,个,.4606866190694742,2273863948.860393,4935815052.439109
109011701,167,台,.5344800774844061,2634040443.286137,4928229421.915145
109013601,143,吨,.2722983112755891,1337542465.946396,4912048332.876691
109040701,112,台,.6157259501329293,3013300589.705364,4893898964.392879
107030402,122,盒,.665649854847974,3248521280.661722,4880225327.178421
107010105,24,吨,.9946409616249919,4847836599.570313,4873956318.519371
304080201,104,UNKNOWN,.3801809604396199,1847950914.289924,4860713993.023369
109050101,155,套,.2709200016650409,1306793795.400097,4823541220.170912
109041601,49,个,.9338004185897955,4453167534.884918,4768864359.27068
109042401,189,个,.4291327959375783,2038824385.067187,4751033722.819345
109012408,117,个,.4124312916273077,1954698329.248249,4739452046.753538
107050601,204,PCS,.6193988057477232,2930507149.851954,4731212140.963553
109050902,92,个,.5481315724625667,2590478201.693262,4726015306.972984
107060102,180,公斤,.272310183738759,1273780582.122131,4677682503.949737
109030502,23,台,.9677169865181472,4517979027.033203,4668698689.778015
108030603,48,吨,.7024092390993006,3267595540.946289,4651982575.195518
109042301,93,个,.9766269179038799,4491597161.87361,4599092119.551506
107020214,60,吨,.6781960764069564,3113277396.91153,4590526995.386781
105020199,121,个,.4863825511831085,2227536689.020634,4579803867.556986
107022303,67,个,.8309701694270332,3798851891.211388,4571586358.907149
304030199,94,UNKNOWN,.4903833895090808,2221242900.019272,4529604687.962498
109040601,56,只,.429679055967148,1941736626.071716,4519039499.612417
109040901,87,kg,.6264294783915786,2828591228.611877,4515418456.798319
109041301,100,个,.4300497011232998,1933880739.247825,4496877300.917739
102050101,63,吨,.9754047907418728,4341566016.251055,4451040283.438581
103010402,32,kg,.4218231662460631,1872127878.287109,4438181750.300163
304080101,109,UNKNOWN,.6058920676562135,2680395600.853638,4423882971.801025
109041705,52,个,.9153089208949009,4038017559.185798,4411644491.826665
105010302,54,张,.835437627770622,3679266278.533043,4403998762.123297
108030400,28,吨,.939335410372238,4121189400.54248,4387345941.647556
108042200,67,个,.5754096328862203,2478479066.924817,4307329813.880443
109030504,29,辆,.8350949464770561,3589166804,4297914649.275885
109024506,55,盒,.8382024679238679,3591152256.925721,4284349419.562789
109051603,96,个,.3336036899139336,1426953563.405877,4277391427.456984
106010511,70,吨,.5645436003662164,2412665301.530762,4273656277.328586
104020111,48,件,.9665994758440412,4124143625.270329,4266652039.79042
109040501,127,KW/H,.8338732212393656,3553556480,4261506892.76055
304060100,87,项,.3378086403568057,1427282631.013672,4225121742.019754
107030301,257,kg,.5592243301940283,2357440926.908531,4215555010.080828
107030407,43,瓶,.658522802928297,2752578999.62635,4179929665.892016
104020122,34,件,.8680225248544116,3626925264.221111,4178376897.338505
109012403,84,台,.5836469363723862,2435133122.080109,4172270888.999258
107059900,214,吨,.2852666634122036,1180288960.940186,4137493483.543487
109024901,91,套,.5526871638111622,2284984989.539444,4134318904.356099
109041904,24,个,.9780194334837953,4023756558.691185,4114188758.354416
109040806,198,台,.3050215357416678,1239249178.170006,4062825187.594506
109062202,40,个,.9649579131159545,3917970961.511977,4060250616.382243
109013105,215,件,.2880122721033338,1168063525.049068,4055603313.424046
109024211,59,件,.8287202610329921,3323075057.177094,4009887550.033966
104020112,38,件,.9150504925530573,3663953953.121946,4004100301.502761
103030199,64,吨,.8347505364683141,3327233121.608398,3985901148.006864
108041501,106,条,.5148002660155433,2027641751.480853,3938696005.684723
109013701,96,件,.3737278509351207,1470848949.48741,3935615035.933593
101020401,61,吨,.9789163904047931,3845021860.280029,3927834795.666327
109030300,105,辆,.2293580016814135,897785914.9155273,3914343115.713853
109062501,40,个,.9255796124875998,3620352927.952271,3911444114.701449
109012301,161,套,.7148617941160772,2792703000.907251,3906633455.436534
108031801,31,吨,.5703233215021326,2224941264.451172,3901192850.734322
103030702,130,箱,.6687999819284003,2606019041.196823,3896559676.456175
107022401,76,个,.6544587102702694,2542273675.89524,3884544030.050982
107030404,139,盒,.8736781211133294,3385680925.655101,3875203972.534784
109041702,35,个,.5625559243043525,2177991246.102257,3871599519.275395
108012701,70,吨,.7762732156396597,2978240882.620137,3836588487.941099
106030103,100,套,.4316159582691715,1641257211.601933,3802586952.955953
104030201,49,平方英尺,.5377978000039385,2030616007.116821,3775798277.906586
101010102,92,吨,.4870301112299237,1837904597.017578,3773698082.806867
107030408,107,盒,.8757993941753435,3287459820.320988,3753667611.766818
104011101,113,千克,.2372630826285327,880788692.6456299,3712287149.301787
109040403,45,台,.8184106024386085,2999719822.599872,3665299317.557277
104020114,34,条,.6405526490509755,2340880080.350815,3654469439.505083
109021199,154,套,.4819273512256934,1743670244.870103,3618118457.969648
107021599,115,公斤,.2707152568574878,974451585.6755371,3599544395.787475
107030206,152,盒,.882574832647596,3172089572.447013,3594131007.487723
304040799,77,UNKNOWN,.5762137343623055,2060100592.951584,3575236878.432779
104010404,93,米,.5085328891127306,1814458966.670397,3568026779.617338
109051800,65,个,.3600901311722263,1283452779.671412,3564254247.938701
104020101,54,件,.7280058616353818,2593540791.484146,3562527347.86785
105010101,90,立方米,.7815816678680532,2777873870.929688,3554169685.820534
103030705,107,箱,.911402429015248,3202386312.641039,3513690781.031989
109030103,26,辆,.5841710944657701,2044383793.25,3499631893.152139
103030703,101,件,.7423575588383517,2584952626.041706,3482085681.307893
108041600,156,套,.3838532785632515,1336012989.34342,3480530358.745578
501990000,81,UNKNOWN,.4591307563273121,1594326918.459452,3472489909.438486
103010401,35,个,.4019814775684782,1392916679.529029,3465126522.63124
301010201,53,吨,.4230816855767585,1463554120.862793,3459270799.840057
108041201,131,吨,.7219892528868015,2495002657.665947,3455733790.620746
109025310,105,台,.562018297680668,1933272268.167236,3439874246.34651
109013103,76,台,.7733474825540398,2630713816.942245,3401722868.811973
108032402,24,吨,.9590880316367008,3257116158.40625,3396055472.455353
106010201,65,吨,.8038372357051299,2711541343.795349,3373246751.149531
109052203,54,个,.8358658470573457,2808806785.581482,3360355965.577309
104010507,67,个,.7800886897642331,2615845076.667223,3353266251.633276
108041102,80,吨,.3539738391893739,1179552905.463257,3332316614.59649
102059900,58,吨,.9046674336525792,3000725746.285156,3316937953.839874
104030302,59,个,.849355999440752,2813884887.730914,3312962867.847736
105020299,115,套,.3519908438385456,1157386853.912017,3288116364.875951
103020303,198,箱,.6317929022991121,2076902615.938919,3287315524.408413
107021308,102,公斤,.3973137864148323,1302575161.796387,3278454476.876314
103030901,43,吨,.6091792268964421,1978830403.29541,3248355025.789156
109012701,88,台,.5883499153238374,1901104950.201553,3231248786.965754
103011201,49,吨,.8089511327731157,2608866364.03418,3224998715.424114
109020602,67,吨,.5126145747397265,1648048622.433594,3214985885.390343
107020102,76,吨,.8976798293894273,2848072956.021973,3172704635.637341
104019999,131,米,.305547051507998,969230625.1659832,3172115785.056471
109051103,103,个,.5407590775881669,1714760706.822601,3171025282.590881
304020103,101,UNKNOWN,.466899500488193,1480176384.068034,3170224818.232516
103020602,127,箱,.8470029111544981,2662568653.162754,3143517711.802866
104020113,30,条,.6260526798907664,1958232687.536496,3127904009.416857
109040399,66,件,.585161828253921,1820118554.334991,3110453324.964973
107022304,63,个,.7936603351595181,2468221489.442738,3109921688.283249
110020202,21,立方米,.4298122647383719,1333807263.522949,3103232208.449989
109011903,159,件,.3541012815504787,1098521469.731324,3102280412.319618
102050502,19,吨,.9237469908568569,2860502458.761719,3096629799.14917
109042001,52,个,.8999318076884464,2782852315.545843,3092292429.016197
107030401,140,盒,.7774712189450728,2400490219.105793,3087561520.750499
108040301,290,件,.2194259950902459,673684235.5037959,3070211600.164884
107021307,178,吨,.3156700874466091,961037658.2757568,3044436886.780734
109040101,71,台,.8138652519472869,2474079708.040474,3039913182.336868
109040406,84,台,.2631535900321686,794969477.8078232,3020933431.729523
109031300,178,件,.4823673085344256,1455904128.931602,3018247926.782329
104011201,83,米,.4027274893830831,1207735649.91588,2998890519.656223
109023209,59,SH,.3130456885238995,935065408,2986993407.924263
102020300,29,吨,.8490036139672985,2519583259.569824,2967694386.830811
107060299,112,吨,.2242820621681189,665446750.734375,2967008347.888137
107021101,62,公斤,.3902378918592004,1143493227.171814,2930246526.609445
304030302,53,UNKNOWN,.8043082307395337,2353767470.584351,2926449563.272705
103021199,85,公斤,.3201439137322265,936804367.5316238,2926197648.458755
108019901,99,吨,.7418209835479311,2165249599.023621,2918830347.273019
106020101,83,UNKNOWN,.2813972240586709,821036984.58391,2917715294.919629
109060102,109,套,.46226077425846,1346117402.510422,2912030346.225697
104020124,50,件,.5852198065200258,1703598432.252203,2911040284.816312
107020211,21,吨,.9255659103382382,2668050897.147461,2882615778.461904
303020300,43,UNKNOWN,.7189692302539864,2063735007.762939,2870407968.688583
108030601,61,吨,.6780765160752572,1925750288.055176,2840019145.924004
110020203,25,吨,.7831214806503802,2223381473.1875,2839127170.079651
107010203,51,吨,.8414024952305963,2388017054.762695,2838138784.112152
304040702,57,吨,.5848344783347654,1659159282.080353,2836972414.493375
109010503,62,台,.9449671531018562,2660546830.177454,2815491333.687318
102050404,73,吨,.4214694172603535,1183983517.279247,2809180141.646832
101011501,113,KG,.1752029425889583,489777526.6144767,2795486875.831409
101010399,60,吨,.7378590670796511,2044771502.407227,2771222301.977209
103030799,94,个,.4326676686345459,1183904401.970512,2736290432.115696
107040403,27,吨,.5522926182551904,1508389595.046875,2731142052.581108
109011401,67,条,.351107592359716,953887366.2052917,2716795042.210358
107030202,36,支,.6083741139132355,1641116090.442596,2697544246.066734
104020402,46,双,.910498438992571,2455133406.798424,2696471846.250421
109030400,109,个,.240273911070242,644362758.3299561,2681784116.551805
104010699,166,米,.3386165769051222,905446672.1820107,2673958494.464699
301010299,80,UNKNOWN,.5226632206171836,1397072653.496582,2672988261.632141
109052000,93,个,.7066346595687696,1879132444.507307,2659270132.11334
104010401,26,kg,.3168796925564736,833900724.9633789,2631600397.727484
103010101,60,公斤,.4004931514637021,1047012130.280403,2614307202.142749
108010306,26,米,.9337966758944126,2431534327.445313,2603922663.481674
104010103,103,吨,.4082713456545856,1060565442.358398,2597697471.660626
103011107,68,个,.7618431180922578,1975992823.937963,2593700431.246363
106010399,110,吨,.524232890699634,1348050733.639648,2571473018.109487
304060299,60,UNKNOWN,.4962347622003624,1270104473.595986,2559483072.012521
104020115,25,件,.7775317922014965,1990020898.897453,2559407755.228794
109030106,20,列,.5586521126213582,1424419968,2549744171.406078
109010900,202,套,.3031140518940446,771973850.7662067,2546809842.507912
304080400,45,UNKNOWN,.7579018272392424,1925242367.395508,2540226581.071136
108031101,19,克,.728647861248929,1849701783.874023,2538540057.886902
