product_id,value,n_units_raw,n_units_std,n_dims,n_units_phys,dom_unit,dom_dim,dom_share
305010000,441400437156.9375,221,28,14,5,UNKNOWN,UNKNOWN,0.8
102010100,363319813012.4861,69,19,12,6,千克,MASS,0.9946
108030100,301687433770.98004,123,22,13,6,千克,MASS,0.9943
109050501,270928982158.9611,76,21,12,4,个,COUNT,0.9879
108020708,151938919425.88535,70,17,10,4,千克,MASS,0.9981
109031001,147896975010.62158,864,27,14,6,个,COUNT,0.8683
109050901,138222143366.13507,130,21,11,4,个,COUNT,0.9755
110010102,132702967464.4895,395,29,15,6,千瓦时,ENERGY,0.7543
108020799,123722527505.41046,343,23,13,6,千克,MASS,0.9558
107010101,116021338592.18398,70,23,13,5,千克,MASS,0.9046
108020705,114783703636.66327,108,19,12,6,千克,MASS,0.9974
110010101,114223408191.707,192,27,14,6,千瓦时,ENERGY,0.9131
102010200,104915088417.15742,35,13,9,3,千克,MASS,0.9955
107010103,91674693692.26031,58,17,11,5,千克,MASS,0.8664
109030501,88871608665.10364,114,20,13,5,个,COUNT,0.9516
102020101,88682773269.10675,57,21,11,4,千克,MASS,0.998
109041501,72923769551.98178,81,21,11,4,个,COUNT,0.9033
107010199,72420682673.76514,138,22,12,5,千克,MASS,0.9777
107021301,65697472756.90241,142,21,11,5,千克,MASS,0.9854
107021303,65577070089.63677,46,13,8,4,千克,MASS,0.9986
107010104,65270266619.81421,39,16,12,5,千克,MASS,0.9963
108010102,61810074406.52739,107,21,13,6,千克,MASS,0.9924
301010202,60570427496.976204,451,26,13,5,千克,MASS,0.5139
102030100,58315328613.495285,74,17,11,5,千克,MASS,0.9935
108020600,57736224133.48808,80,16,10,4,千克,MASS,0.9912
109052201,56689542039.90402,70,17,11,4,个,COUNT,0.9744
304060300,55478231692.200775,101,23,12,4,UNKNOWN,UNKNOWN,0.8974
108020707,54165227698.03836,199,22,12,6,千克,MASS,0.971
201050000,54020495720.09189,607,31,15,6,千克,MASS,0.3522
108030602,52851207723.85604,61,19,12,5,千克,MASS,0.9869
107010301,50514679716.87413,25,10,7,3,千克,MASS,0.9989
109041302,49552240967.373146,130,22,12,4,个,COUNT,0.9099
108030202,44658716730.275375,38,13,9,4,千克,MASS,0.9929
108020713,40286319034.00982,166,20,12,5,千克,MASS,0.9483
103010501,39346228565.59432,147,21,11,4,千克,MASS,0.6525
107020209,37831239620.76709,51,14,9,3,千克,MASS,0.9992
106010504,37668905264.59255,201,24,12,5,个,COUNT,0.6777
109990000,37296752633.29833,717,29,15,6,个,COUNT,0.6416
108020710,37252747851.84016,87,16,11,5,千克,MASS,0.9894
109040904,36542719955.290215,191,21,13,5,千米,LENGTH,0.8973
102030200,36363116447.63054,35,14,7,3,千克,MASS,0.9806
108031601,36194565868.99458,167,22,13,6,千克,MASS,0.828
108020709,35806709724.959236,114,18,12,5,千克,MASS,0.9904
107060201,35471814372.60686,114,22,12,6,千克,MASS,0.9936
109051299,35361767397.46127,263,27,13,5,个,COUNT,0.7259
107029999,34433686495.04333,195,23,12,5,千克,MASS,0.9104
305020000,33784817818.6682,176,28,15,6,项,SERVICE,0.4411
306020000,33338736491.983215,36,15,10,2,UNKNOWN,UNKNOWN,0.8521
108040101,33255464488.464977,404,27,15,6,千克,MASS,0.6059
104010105,32872817845.33084,185,21,13,6,千米,LENGTH,0.7853
108020900,31359299181.346863,36,12,10,5,千克,MASS,0.9974
304990000,30951659309.120132,286,29,15,6,UNKNOWN,UNKNOWN,0.5408
109041801,30933244885.55044,34,13,9,3,个,COUNT,0.9806
107010111,30769912576.288048,47,14,9,4,千克,MASS,0.9834
109041401,30176757262.29974,38,16,11,5,个,COUNT,0.9973
108049900,29706744970.156197,579,27,15,6,个,COUNT,0.5112
107030709,29649435722.336,102,22,12,4,个,COUNT,0.9185
108010301,29516834328.411205,111,22,12,5,立方米,VOLUME,0.9439
107020202,29348804384.55526,65,17,10,4,千克,MASS,0.9983
107020217,27968699236.145416,19,7,6,3,千克,MASS,0.9998
108031501,26139174664.113895,148,22,13,6,千克,MASS,0.9629
109030503,25495104345.097572,64,20,12,4,个,COUNT,0.9939
109031002,24582156690.633488,265,25,14,6,个,COUNT,0.9253
305990000,24573959339.821835,152,25,13,5,UNKNOWN,UNKNOWN,0.5435
304020300,23938085372.15773,145,22,13,5,UNKNOWN,UNKNOWN,0.4815
109061803,23056493820.825066,34,13,10,2,个,COUNT,0.9964
108020800,23007497311.454216,51,15,10,4,千克,MASS,0.9777
107010102,22946575475.95386,46,14,9,4,千克,MASS,0.9976
106010204,22899503295.303337,143,24,13,6,千克,MASS,0.8512
107022302,22279730575.7985,171,19,11,4,个,COUNT,0.7147
107040302,21984111443.017685,41,13,9,4,千克,MASS,0.982
104010102,21956281282.88978,114,20,12,5,千克,MASS,0.9332
109051104,21631787253.31578,83,19,11,4,个,COUNT,0.9826
108030300,21155498255.185856,36,14,10,4,千克,MASS,0.9971
108020706,20612530128.19569,93,19,12,5,千克,MASS,0.9904
101010103,20602673822.946396,90,24,14,6,千克,MASS,0.9832
107010107,20436089839.9551,303,24,13,6,千克,MASS,0.4395
109051908,19332338346.151966,255,22,13,5,个,COUNT,0.8561
102020200,19301887153.839954,47,19,14,6,立方米,VOLUME,0.8278
109010206,19061592137.26178,862,24,13,6,个,COUNT,0.9368
109040401,18908309786.87694,105,20,13,6,个,COUNT,0.9195
107022301,18728402389.474823,305,21,11,4,个,COUNT,0.8393
106051299,18660581569.722496,325,26,13,5,个,COUNT,0.7454
103020899,18228412275.76084,129,16,10,4,瓶,CONTAINER,0.4995
107020201,17910892252.66915,65,20,11,5,千克,MASS,0.9954
106010599,17468924137.910095,291,27,14,6,个,COUNT,0.4314
109041602,17423248418.845325,37,12,10,4,个,COUNT,0.9892
102019900,17356465102.41777,51,22,13,6,千克,MASS,0.9913
108031401,16926242353.20068,124,20,12,5,千克,MASS,0.9041
104020199,16832368317.890364,117,25,14,6,个,COUNT,0.9191
109031100,16768798143.524122,53,17,10,4,个,COUNT,0.9914
107060199,16713060948.778677,315,27,15,6,个,COUNT,0.4806
103030200,16532674674.161041,99,17,10,4,个,COUNT,0.4205
109059900,16438466576.502605,124,23,13,5,个,COUNT,0.9336
109050401,16196352641.602173,60,16,11,3,套,SET,0.4812
107020402,16150837332.104008,32,13,7,2,千克,MASS,0.9937
108020704,16079121693.17758,109,18,11,5,千克,MASS,0.9724
103040202,15548899947.431473,17,9,7,2,个,COUNT,0.9993
108010101,14949598420.879774,64,17,10,5,千克,MASS,0.9949
101010401,14722920939.66821,45,16,9,3,千克,MASS,0.9908
108031102,14627462976.686815,20,10,8,3,千克,MASS,0.9926
109040999,14310160659.388378,261,25,14,6,千米,LENGTH,0.6218
303029900,14307326258.843689,46,13,10,3,UNKNOWN,UNKNOWN,0.8006
109040201,14208826977.589233,49,17,13,6,个,COUNT,0.5568
102040102,14163112147.334932,44,16,11,5,千克,MASS,0.9781
108020703,14019228887.591412,115,17,11,5,千克,MASS,0.968
109051003,13850239542.213879,126,22,12,4,个,COUNT,0.9466
108020712,13608010952.121853,146,19,11,5,千克,MASS,0.8274
107060101,13302248764.015675,222,26,14,6,千克,MASS,0.4985
306030299,13244379198.580929,24,13,9,2,份,SERVICE,0.6617
304050202,13232669830.6031,197,21,14,6,UNKNOWN,UNKNOWN,0.5394
304030301,13226378264.811893,123,25,13,5,UNKNOWN,UNKNOWN,0.7131
103010602,13078064861.805893,76,19,10,4,千克,MASS,0.9774
304030101,12946321353.805717,86,24,13,4,UNKNOWN,UNKNOWN,0.3735
104010106,12796685712.413702,99,23,12,6,千米,LENGTH,0.7187
105010301,12531427819.507786,92,19,11,5,个,COUNT,0.6059
107030205,12431622247.831944,272,18,9,3,盒,CONTAINER,0.7854
109051101,12346822405.315376,82,20,12,5,个,COUNT,0.9477
108020711,12278747124.443638,59,15,11,5,千克,MASS,0.9608
109041805,12170475174.949886,60,17,10,4,个,COUNT,0.9907
101010500,12000290629.234247,55,19,11,5,千克,MASS,0.9881
109062201,11959576921.973312,47,15,9,2,个,COUNT,0.9856
106010501,11839872640.923103,427,26,13,6,个,COUNT,0.8019
107022202,11788493584.87122,354,24,12,5,个,COUNT,0.7819
109019900,11738815779.715818,412,27,15,6,个,COUNT,0.6172
109051906,11704376919.48018,90,21,11,4,个,COUNT,0.9709
109041303,11704137219.58641,47,14,12,5,个,COUNT,0.4805
109042201,11583412649.524055,43,16,11,4,个,COUNT,0.9605
109040702,11577779554.747028,236,20,12,5,个,COUNT,0.9007
102040101,11388608823.390944,52,19,12,6,千克,MASS,0.9855
108030201,11319088616.73102,41,13,8,4,千克,MASS,0.9984
109052100,11304157057.766397,99,21,12,6,个,COUNT,0.9314
104020401,11223237841.274204,109,19,12,5,个,COUNT,0.9848
109041701,11087405367.654482,54,17,10,3,个,COUNT,0.9682
107020216,11076888166.666695,28,12,8,3,千克,MASS,0.9998
107021304,10937168040.102716,84,18,10,5,千克,MASS,0.9895
108041401,10875696430.780878,1300,25,14,6,个,COUNT,0.6847
304080299,10722858980.622278,78,23,12,4,UNKNOWN,UNKNOWN,0.6241
106010202,10685050012.291576,79,22,12,6,千克,MASS,0.956
108020100,10444827038.360157,75,19,12,5,千克,MASS,0.9836
103010701,10398117505.349081,116,20,10,4,千克,MASS,0.8497
108041000,10363062958.510685,154,23,13,6,个,COUNT,0.8533
304010100,10330725452.708014,87,17,12,3,套,SET,0.5359
501020100,10303358810.174805,27,11,9,3,平方米,AREA,0.763
109041804,10280553123.35532,48,14,9,3,个,COUNT,0.9781
304080301,10115057060.646599,56,18,13,5,UNKNOWN,UNKNOWN,0.9299
304020101,9983470686.621887,66,17,11,3,套,SET,0.4638
109010201,9808838894.57478,107,24,13,6,个,COUNT,0.9528
107030201,9773347695.346064,29,14,8,3,个,COUNT,0.9818
106020199,9663084956.997335,459,29,14,6,个,COUNT,0.7088
107020301,9658488864.8461,58,20,11,5,千克,MASS,0.9827
108011001,9574390078.2047,121,22,12,6,平方米,AREA,0.7122
304020199,9562279570.733393,106,20,12,4,UNKNOWN,UNKNOWN,0.7247
109051201,9553730546.623013,58,17,10,4,个,COUNT,0.9924
109013104,9544197511.045942,101,23,14,6,个,COUNT,0.6206
107060110,9493545885.820925,202,23,13,6,个,COUNT,0.8558
101020201,9482728313.920898,44,16,11,5,立方米,VOLUME,0.932
107020213,9432817370.533096,54,14,7,3,千克,MASS,0.9947
104020499,9334212627.85841,75,20,12,5,个,COUNT,0.982
108020702,9272239987.741764,52,17,11,5,千克,MASS,0.9846
109011800,9255321189.45594,141,22,12,5,个,COUNT,0.8997
107020106,9221184078.832975,47,14,6,2,千克,MASS,0.9976
108031201,9218588044.676258,47,16,10,4,千克,MASS,0.9889
108013001,9205873088.61654,44,17,12,5,千克,MASS,0.964
109051700,9004095088.811754,69,16,10,4,个,COUNT,0.6592
108032500,8977949737.10962,25,9,8,4,千克,MASS,0.9983
106030101,8718609662.318974,112,21,12,4,套,SET,0.7201
109040703,8643344135.766363,393,22,13,5,个,COUNT,0.8195
102030300,8567445012.249746,42,19,10,3,千克,MASS,0.9109
108020500,8533459738.589876,68,15,10,4,千克,MASS,0.9924
109011901,8511724417.454424,274,22,12,6,个,COUNT,0.7925
108031099,8459101946.914497,67,18,11,5,千克,MASS,0.9404
301020201,8396714861.068848,34,14,12,5,UNKNOWN,UNKNOWN,0.5045
107020105,8307906071.926455,46,16,11,5,千克,MASS,0.9915
109051999,8277653560.807348,154,24,13,6,个,COUNT,0.8061
108041700,8239443296.346368,813,27,15,6,个,COUNT,0.5743
107021401,8211861334.254196,988,22,13,5,千克,MASS,0.8004
105020101,8204171444.965814,166,23,13,6,个,COUNT,0.6459
109041901,8138640127.77773,51,15,8,3,个,COUNT,0.9869
103010201,8102314133.534747,87,16,10,4,千克,MASS,0.6851
109012001,7805629857.139009,130,20,12,5,个,COUNT,0.9564
110010202,7672728627.554834,48,14,14,6,千克,MASS,0.6994
109050303,7402065224.739142,55,18,11,4,套,SET,0.8594
304040800,7390262681.095421,133,25,14,6,千克,MASS,0.3077
107020403,7378653071.249771,13,6,3,1,千克,MASS,0.9985
109052205,7377842070.43266,67,17,10,4,个,COUNT,0.9431
107021302,7352874020.060528,120,21,11,5,千克,MASS,0.9497
103020402,7279827713.755108,172,18,9,3,罐,CONTAINER,0.407
305040000,7255523624.93304,104,24,13,5,UNKNOWN,UNKNOWN,0.5536
108020200,7222021709.964065,32,10,9,3,千克,MASS,0.9951
107060107,7203287837.667471,150,22,13,6,个,COUNT,0.378
109010801,7199182311.724205,67,18,11,4,个,COUNT,0.9167
109042101,7140659227.976725,71,23,12,5,个,COUNT,0.6927
107060109,7126547786.035177,181,23,12,5,个,COUNT,0.8785
107021801,7124902695.279445,68,19,10,4,个,COUNT,0.9518
107030203,7045646514.880695,71,14,8,2,个,COUNT,0.5761
109050599,7042034028.622644,67,18,12,5,个,COUNT,0.9386
106010299,6937337943.502419,86,21,12,5,千克,MASS,0.849
109050502,6900979399.14016,73,21,13,5,个,COUNT,0.9248
109023299,6849237200.392916,98,21,14,6,个,COUNT,0.6816
109040902,6839101298.05024,196,21,11,5,千米,LENGTH,0.6958
109020309,6830058457.696899,133,23,13,6,个,COUNT,0.7999
304050201,6826331501.586716,176,27,14,6,UNKNOWN,UNKNOWN,0.3219
109010101,6765823959.264026,222,25,13,5,个,COUNT,0.4914
109029900,6719545994.760485,321,24,13,5,个,COUNT,0.6502
109040704,6655087407.123859,202,22,14,6,个,COUNT,0.6659
107060103,6653201507.916744,319,21,12,5,千米,LENGTH,0.5247
109011501,6505659727.232372,62,20,12,5,个,COUNT,0.7708
107021001,6466358787.857397,55,17,10,4,千克,MASS,0.9982
107050102,6458225371.578127,58,17,11,5,个,COUNT,0.7941
103040201,6449939490.645309,54,18,9,2,个,COUNT,0.99
304010500,6291150629.363686,162,21,14,5,UNKNOWN,UNKNOWN,0.4898
107020306,6289850960.700161,89,21,12,5,千克,MASS,0.5557
101010101,6275620168.687803,139,27,14,6,千克,MASS,0.7718
102060000,6267897246.708103,105,22,12,6,千克,MASS,0.922
101011800,6263351016.140807,75,18,10,4,千克,MASS,0.9345
109062104,6260204993.180145,42,13,10,4,个,COUNT,0.9964
107020108,6242619194.476405,51,17,11,5,千克,MASS,0.9785
109013702,6154497173.535074,185,22,13,6,个,COUNT,0.7756
103020401,6142236000.831275,174,19,11,4,个,COUNT,0.7165
103030500,6102013102.592004,85,18,11,5,瓶,CONTAINER,0.4164
307990000,6084809926.838485,184,29,14,6,UNKNOWN,UNKNOWN,0.6125
103029900,6079768129.289371,192,23,13,5,箱,CONTAINER,0.3014
107050101,6068678541.732283,112,21,11,5,个,COUNT,0.769
107021402,6046401281.305062,78,18,10,5,千克,MASS,0.6022
107020407,5940494288.895157,24,13,7,2,千克,MASS,0.9948
109020301,5842121396.05404,83,25,13,5,个,COUNT,0.9768
108012600,5821435191.047828,97,20,12,6,千克,MASS,0.8068
107020101,5784155968.85974,70,17,11,5,千克,MASS,0.8814
107021404,5776032731.493853,88,19,11,5,千克,MASS,0.9932
109021102,5740265299.025852,127,22,13,6,套,SET,0.6976
109013002,5703561058.303665,110,22,12,5,个,COUNT,0.9487
106050901,5700643451.3488455,49,15,11,4,个,COUNT,0.6268
106010203,5695223896.6016445,103,20,10,4,个,COUNT,0.7905
103010406,5655449786.203228,14,8,5,1,千克,MASS,0.999
107020801,5596362562.502911,311,24,13,5,千克,MASS,0.7282
107060112,5586077815.289639,300,27,13,6,个,COUNT,0.7435
107060106,5517800655.8505945,215,26,14,6,个,COUNT,0.5992
109041704,5503464857.195076,44,19,10,4,个,COUNT,0.9744
109041703,5502506308.67994,65,17,9,3,个,COUNT,0.9832
109012303,5468612517.611461,177,23,13,6,个,COUNT,0.7747
109023207,5456283230.667014,235,22,13,5,个,COUNT,0.8691
107010302,5410721115.733131,11,6,5,2,千克,MASS,0.9985
109062402,5393137239.612272,54,16,11,4,个,COUNT,0.9651
109013001,5348980379.112652,103,22,12,5,个,COUNT,0.9028
109030900,5328196793.012581,33,16,12,4,个,COUNT,0.9886
307040200,5325166982.450391,565,19,11,3,UNKNOWN,UNKNOWN,0.7943
107010113,5320063089.690826,19,10,7,4,千克,MASS,0.9933
106010101,5319721623.0613,68,18,10,4,千克,MASS,0.938
107010303,5307454950.706544,27,10,6,2,千克,MASS,0.9988
104020123,5251944072.111263,49,15,10,3,个,COUNT,0.961
107020601,5250860504.210821,41,16,9,3,千克,MASS,0.9963
109041706,5177171540.231963,38,17,9,3,个,COUNT,0.9864
108010601,5162820040.1127825,74,17,12,5,个,COUNT,0.3713
107060108,5155641922.03285,60,18,11,5,千米,LENGTH,0.5277
109051901,5155312971.313576,85,16,11,4,个,COUNT,0.935
104010204,5074820384.271211,54,15,10,5,千米,LENGTH,0.9286
106030102,5067172296.740145,96,18,10,3,套,SET,0.8417
102040103,5042040312.790186,39,14,9,4,千克,MASS,0.9921
301990200,4973767839.886626,83,19,13,5,UNKNOWN,UNKNOWN,0.5972
107030801,4961422017.366224,215,24,13,6,个,COUNT,0.4057
109051102,4958228849.751703,77,18,11,4,个,COUNT,0.9158
109050107,4935815052.439109,123,22,13,6,个,COUNT,0.7272
109011701,4928229421.915145,167,22,13,6,个,COUNT,0.8351
109013601,4912048332.87669,143,23,14,6,个,COUNT,0.5356
109040701,4893898964.3928795,112,22,13,6,个,COUNT,0.7779
107030402,4880225327.178421,122,15,8,2,盒,CONTAINER,0.6656
107010105,4873956318.519371,24,11,9,4,千克,MASS,0.9963
304080201,4860713993.023368,104,25,14,6,UNKNOWN,UNKNOWN,0.3802
109050101,4823541220.170912,155,24,14,6,个,COUNT,0.5751
109041601,4768864359.27068,49,13,9,3,个,COUNT,0.9917
109042401,4751033722.819344,189,23,14,6,个,COUNT,0.675
109012408,4739452046.753539,117,21,12,6,个,COUNT,0.8913
107050601,4731212140.963553,204,23,11,5,个,COUNT,0.9196
109050902,4726015306.972984,92,22,13,5,个,COUNT,0.9033
107060102,4677682503.949737,180,22,12,5,千克,MASS,0.5209
109030502,4668698689.778015,23,13,9,3,个,COUNT,0.9856
108030603,4651982575.195519,48,12,10,4,千克,MASS,0.9121
109042301,4599092119.551506,93,20,12,5,个,COUNT,0.9909
107020214,4590526995.386781,60,18,10,5,千克,MASS,0.9963
105020199,4579803867.556987,121,21,12,6,个,COUNT,0.7053
107022303,4571586358.907149,67,16,9,2,个,COUNT,0.8693
304030199,4529604687.962498,94,25,14,5,UNKNOWN,UNKNOWN,0.4908
109040601,4519039499.612418,56,13,10,3,个,COUNT,0.5835
109040901,4515418456.798319,87,19,10,4,千克,MASS,0.9307
109041301,4496877300.917738,100,17,10,3,个,COUNT,0.5164
102050101,4451040283.4385805,63,18,10,5,千克,MASS,0.987
103010402,4438181750.300163,32,14,8,3,千克,MASS,0.9992
304080101,4423882971.801025,109,24,14,6,UNKNOWN,UNKNOWN,0.6095
109041705,4411644491.826665,52,17,9,3,个,COUNT,0.9749
105010302,4403998762.123297,54,14,11,5,个,COUNT,0.894
108030400,4387345941.647556,28,11,7,3,千克,MASS,0.9987
108042200,4307329813.880443,67,19,11,5,个,COUNT,0.913
109030504,4297914649.275885,29,13,11,3,个,COUNT,0.9839
109024506,4284349419.5627894,55,16,10,3,盒,CONTAINER,0.8382
109051603,4277391427.4569836,96,18,11,5,个,COUNT,0.8829
106010511,4273656277.3285856,70,17,11,5,千克,MASS,0.5844
104020111,4266652039.790419,48,13,9,3,个,COUNT,0.978
109040501,4261506892.7605505,127,18,12,5,千瓦时,ENERGY,0.8351
304060100,4225121742.0197544,87,23,13,5,项,SERVICE,0.3378
107030301,4215555010.0808277,257,16,9,2,千克,MASS,0.7389
107030407,4179929665.8920155,43,10,6,2,瓶,CONTAINER,0.6585
104020122,4178376897.338505,34,13,9,4,个,COUNT,0.9462
109012403,4172270888.999258,84,18,12,6,个,COUNT,0.9284
107059900,4137493483.5434866,214,23,13,6,千克,MASS,0.3935
109024901,4134318904.356099,91,21,12,5,套,SET,0.5785
109041904,4114188758.354416,24,9,5,1,个,COUNT,0.9958
109040806,4062825187.5945063,198,23,14,6,个,COUNT,0.7377
109062202,4060250616.382243,40,13,8,3,个,COUNT,0.9877
109013105,4055603313.4240456,215,24,13,5,个,COUNT,0.7096
109024211,4009887550.0339665,59,18,10,4,个,COUNT,0.9067
104020112,4004100301.502761,38,14,9,3,个,COUNT,0.9576
103030199,3985901148.0068636,64,18,9,3,千克,MASS,0.9365
108041501,3938696005.684723,106,19,11,4,个,COUNT,0.9186
109013701,3935615035.9335933,96,17,12,6,个,COUNT,0.4911
101020401,3927834795.6663275,61,17,9,4,千克,MASS,0.9944
109030300,3914343115.7138534,105,22,12,6,个,COUNT,0.6722
109062501,3911444114.70145,40,20,9,2,个,COUNT,0.9854
109012301,3906633455.4365335,161,20,11,5,套,SET,0.7158
108031801,3901192850.7343216,31,11,9,4,千克,MASS,0.9487
103030702,3896559676.456176,130,18,10,4,箱,CONTAINER,0.6688
107022401,3884544030.0509825,76,16,9,4,个,COUNT,0.94
107030404,3875203972.5347843,139,15,7,2,盒,CONTAINER,0.8737
109041702,3871599519.2753944,35,12,9,3,个,COUNT,0.9785
108012701,3836588487.941099,70,18,11,5,千克,MASS,0.8874
106030103,3802586952.955953,100,23,13,6,个,COUNT,0.4939
104030201,3775798277.9065857,49,14,10,4,平方米,AREA,0.5391
101010102,3773698082.8068657,92,24,13,6,千克,MASS,0.9204
107030408,3753667611.7668185,107,13,9,3,盒,CONTAINER,0.8758
104011101,3712287149.301787,113,20,12,6,千克,MASS,0.5856
109040403,3665299317.5572762,45,14,11,4,个,COUNT,0.8674
104020114,3654469439.505083,34,11,9,3,个,COUNT,0.9444
109021199,3618118457.969648,154,21,13,6,套,SET,0.4886
107021599,3599544395.7874746,115,20,12,6,千克,MASS,0.7392
107030206,3594131007.4877234,152,14,6,2,盒,CONTAINER,0.8826
304040799,3575236878.4327793,77,21,13,5,UNKNOWN,UNKNOWN,0.6088
104010404,3568026779.6173387,93,19,12,6,千米,LENGTH,0.5586
109051800,3564254247.938701,65,16,11,4,个,COUNT,0.9345
104020101,3562527347.8678503,54,13,8,3,个,COUNT,0.8656
105010101,3554169685.8205347,90,19,11,5,立方米,VOLUME,0.8658
103030705,3513690781.031989,107,18,10,3,箱,CONTAINER,0.9114
109030103,3499631893.1521387,26,9,8,3,个,COUNT,0.7328
103030703,3482085681.307893,101,15,9,3,个,COUNT,0.7438
108041600,3480530358.7455773,156,22,12,5,个,COUNT,0.5707
501990000,3472489909.438486,81,20,14,6,UNKNOWN,UNKNOWN,0.4591
103010401,3465126522.6312404,35,13,7,3,个,COUNT,0.4065
301010201,3459270799.840058,53,15,11,4,千克,MASS,0.4241
108041201,3455733790.620746,131,19,10,4,千克,MASS,0.8101
109025310,3439874246.34651,105,21,14,5,个,COUNT,0.7989
109013103,3401722868.811973,76,20,13,5,个,COUNT,0.8116
108032402,3396055472.455353,24,10,8,3,千克,MASS,0.9996
106010201,3373246751.1495304,65,21,11,4,千克,MASS,0.8091
109052203,3360355965.577309,54,18,11,4,个,COUNT,0.9529
104010507,3353266251.633276,67,16,10,5,个,COUNT,0.9104
108041102,3332316614.59649,80,16,11,5,千克,MASS,0.8989
102059900,3316937953.8398743,58,20,12,5,千克,MASS,0.9104
104030302,3312962867.847736,59,17,9,3,个,COUNT,0.8824
105020299,3288116364.8759513,115,22,12,5,个,COUNT,0.5264
103020303,3287315524.408413,198,19,10,3,箱,CONTAINER,0.6318
107021308,3278454476.876314,102,22,12,5,千克,MASS,0.7379
103030901,3248355025.789156,43,16,10,4,千克,MASS,0.6279
109012701,3231248786.9657545,88,19,11,5,个,COUNT,0.6177
103011201,3224998715.4241138,49,15,8,2,千克,MASS,0.9848
109020602,3214985885.3903418,67,17,11,5,千克,MASS,0.5166
107020102,3172704635.6373405,76,22,13,6,千克,MASS,0.9514
104019999,3172115785.056471,131,24,13,6,千米,LENGTH,0.3683
109051103,3171025282.5908813,103,23,12,5,个,COUNT,0.9417
304020103,3170224818.2325163,101,17,10,2,UNKNOWN,UNKNOWN,0.467
103020602,3143517711.802866,127,17,9,3,箱,CONTAINER,0.847
104020113,3127904009.416857,30,11,8,3,个,COUNT,0.9525
109040399,3110453324.964973,66,17,11,4,个,COUNT,0.9296
107022304,3109921688.2832484,63,16,8,2,个,COUNT,0.9194
110020202,3103232208.4499893,21,10,9,4,立方米,VOLUME,0.9162
109011903,3102280412.3196173,159,21,12,5,个,COUNT,0.7556
102050502,3096629799.1491694,19,8,8,3,千克,MASS,0.9259
109042001,3092292429.016197,52,18,11,5,个,COUNT,0.9544
107030401,3087561520.750499,140,15,8,2,盒,CONTAINER,0.7775
108040301,3070211600.1648836,290,23,12,5,个,COUNT,0.8682
107021307,3044436886.780734,178,20,11,5,千克,MASS,0.7408
109040101,3039913182.336869,71,21,12,6,个,COUNT,0.894
109040406,3020933431.7295227,84,19,12,5,个,COUNT,0.6643
109031300,3018247926.7823296,178,17,11,4,个,COUNT,0.8071
104011201,2998890519.656224,83,20,12,6,千米,LENGTH,0.4783
109023209,2986993407.924263,59,17,10,4,个,COUNT,0.5885
102020300,2967694386.8308105,29,12,9,3,千克,MASS,0.9463
107060299,2967008347.888137,112,24,12,6,个,COUNT,0.4548
107021101,2930246526.609445,62,19,11,4,千克,MASS,0.9855
304030302,2926449563.2727056,53,18,11,3,UNKNOWN,UNKNOWN,0.8082
103021199,2926197648.458755,85,18,10,4,千克,MASS,0.9731
108019901,2918830347.273019,99,21,11,5,千克,MASS,0.7641
106020101,2917715294.9196286,83,23,11,4,个,COUNT,0.4638
109060102,2912030346.2256956,109,19,11,5,个,COUNT,0.4761
104020124,2911040284.8163123,50,17,11,4,个,COUNT,0.8912
107020211,2882615778.461904,21,10,8,3,千克,MASS,0.9979
303020300,2870407968.688583,43,10,8,1,UNKNOWN,UNKNOWN,0.7195
108030601,2840019145.9240036,61,17,10,4,千克,MASS,0.7783
110020203,2839127170.0796514,25,11,9,4,千克,MASS,0.8805
107010203,2838138784.1121526,51,17,11,5,千克,MASS,0.8569
304040702,2836972414.493375,57,19,12,4,千克,MASS,0.586
109010503,2815491333.687319,62,18,10,4,个,COUNT,0.9821
102050404,2809180141.6468315,73,19,11,5,千克,MASS,0.4376
101011501,2795486875.8314085,113,18,9,3,千克,MASS,0.6635
101010399,2771222301.9772086,60,20,11,5,千克,MASS,0.8635
103030799,2736290432.115696,94,18,10,4,个,COUNT,0.5043
107040403,2731142052.5811076,27,11,8,3,千克,MASS,0.9807
109011401,2716795042.2103577,67,14,10,4,个,COUNT,0.6172
107030202,2697544246.0667343,36,13,6,2,个,COUNT,0.6084
104020402,2696471846.2504206,46,13,10,5,个,COUNT,0.9727
109030400,2681784116.551805,109,24,12,5,个,COUNT,0.6676
104010699,2673958494.4646993,166,22,12,5,千米,LENGTH,0.3791
301010299,2672988261.632141,80,19,12,4,UNKNOWN,UNKNOWN,0.525
109052000,2659270132.113341,93,16,10,4,个,COUNT,0.9625
104010401,2631600397.7274847,26,11,10,4,千克,MASS,0.8171
103010101,2614307202.142748,60,15,9,3,千克,MASS,0.7903
108010306,2603922663.4816747,26,12,11,5,千米,LENGTH,0.9947
104010103,2597697471.6606255,103,21,13,6,千克,MASS,0.861
103011107,2593700431.246362,68,18,10,3,个,COUNT,0.8244
106010399,2571473018.109486,110,22,12,5,千克,MASS,0.6178
304060299,2559483072.0125203,60,16,12,4,UNKNOWN,UNKNOWN,0.5001
104020115,2559407755.2287936,25,7,7,3,个,COUNT,0.989
109030106,2549744171.4060783,20,7,6,2,OTHER,OTHER,0.5587
109010900,2546809842.5079126,202,25,14,6,个,COUNT,0.5957
