product_id,value,n_units_raw,n_units_std,n_dims,n_units_phys,dom_unit,dom_dim,dom_share
101050500,2600653.2499771114,6,3,3,1,千克,MASS,0.9803
104010806,2591564.5761680603,27,9,8,4,千米,LENGTH,0.4905
109022399,2573768.700073242,10,5,5,1,个,COUNT,0.8177
107021611,2570188.23009491,11,5,5,2,千克,MASS,0.9779
108041204,2550363.7994890213,27,11,7,3,卷,CONTAINER,0.2402
102040109,2546403.2768096924,11,6,4,2,千克,MASS,0.7932
109025203,2531121.797637939,9,2,2,1,个,COUNT,0.9935
109061006,2530852.600219726,8,4,4,2,个,COUNT,0.6775
102049904,2524047.533432007,13,5,4,2,个,COUNT,0.611
109013606,2513234.883125305,11,7,6,3,套,SET,0.4946
109060403,2502252.032901287,23,12,7,3,个,COUNT,0.5365
109011204,2500038.384033203,11,6,6,2,个,COUNT,0.9843
306030204,2493797.82421875,3,3,2,1,次,SERVICE,0.7622
106041004,2490925.7432403564,20,13,7,2,批,BATCH,0.4847
107021805,2483244.3021087646,19,9,8,3,个,COUNT,0.4346
306030101,2446791.2996618743,20,10,8,3,UNKNOWN,UNKNOWN,0.6325
109022803,2385513.4020824432,13,7,6,3,套,SET,0.5462
109061799,2381150.875793457,13,6,6,3,个,COUNT,0.8061
106050211,2369557.2524528503,11,5,4,3,个,COUNT,0.8475
306049900,2353089.169921875,5,5,5,1,UNKNOWN,UNKNOWN,0.9639
109042303,2274457.080169678,13,5,5,1,个,COUNT,0.9268
109024607,2229282.0,4,3,3,1,个,COUNT,0.7475
301050601,2227070.248046875,5,5,5,2,千克,MASS,0.4234
101011907,2141471.4356912374,27,13,8,2,千克,MASS,0.3012
107020237,2140578.167114258,11,7,7,4,千克,MASS,0.9637
109060401,2132268.547554016,15,5,5,2,个,COUNT,0.8984
105010802,2131754.4774130583,36,14,7,2,个,COUNT,0.5782
109011303,2105252.589111328,9,3,3,1,个,COUNT,0.6739
108031001,2091221.6069946287,11,6,6,3,千克,MASS,0.9833
109042206,2046569.052978516,11,7,7,4,个,COUNT,0.8501
106010510,1979171.1193695064,15,8,6,1,个,COUNT,0.9393
107021605,1936910.0302209854,12,7,5,2,千克,MASS,0.9857
109024303,1889943.1177129745,20,8,6,3,盒,CONTAINER,0.3206
107022001,1887155.6588287358,12,4,4,3,千克,MASS,0.8825
109023705,1857190.590538025,12,4,4,2,个,COUNT,0.9613
106050209,1835878.5540218353,21,8,7,4,千克,MASS,0.4868
102051103,1830501.3633117678,23,12,8,4,千克,MASS,0.7933
109060312,1785201.570789337,12,3,2,1,个,COUNT,0.9318
104020405,1773991.232025146,5,2,2,2,个,COUNT,0.8287
106020503,1736829.145248413,12,6,5,2,个,COUNT,0.5441
109024003,1687037.5200195315,4,3,3,1,个,COUNT,0.6992
109051402,1667143.2329788203,11,5,5,2,个,COUNT,0.8011
105010505,1600739.03125,9,4,4,2,平方米,AREA,0.9427
107030705,1583606.669845581,6,4,3,1,盒,CONTAINER,0.6491
106040501,1564684.1300222871,20,9,7,2,瓶,CONTAINER,0.7858
107021606,1543943.3001098633,8,5,4,2,千克,MASS,0.9847
101011305,1500029.9957418442,23,12,7,2,千克,MASS,0.6188
103030803,1489585.8213348389,22,12,6,2,箱,CONTAINER,0.6665
109024905,1464264.450012207,6,3,3,1,UNKNOWN,UNKNOWN,0.5653
109032602,1459691.300003052,9,3,3,1,个,COUNT,0.9051
109042202,1449980.0,4,2,2,1,套,SET,0.7505
106050302,1449850.1904144287,14,7,6,3,桶,CONTAINER,0.2809
106051107,1445799.2375488277,5,3,3,1,个,COUNT,0.9161
108032104,1441891.9765625,4,1,1,1,千克,MASS,1.0
109023805,1428944.125,5,4,4,2,套,SET,0.5201
405020000,1423800.44140625,4,3,3,1,个,COUNT,0.9018
301030103,1413358.5,1,1,1,0,UNKNOWN,UNKNOWN,1.0
109022303,1369766.4870605466,7,5,5,2,个,COUNT,0.7875
109021702,1361731.703437805,5,1,1,1,个,COUNT,1.0
109022815,1343446.339599609,10,5,4,2,千克,MASS,0.8959
109062101,1337782.869140625,8,5,4,2,个,COUNT,0.5539
101020407,1330638.9897651672,19,10,6,2,千克,MASS,0.545
108032405,1303809.4449996948,5,3,3,2,千克,MASS,0.9808
106050303,1303175.3922348022,7,5,4,2,个,COUNT,0.9518
109061505,1292118.0,3,3,3,1,套,SET,0.8054
109025403,1291924.1993789673,10,7,7,4,个,COUNT,0.571
109060805,1265483.675292969,5,2,2,1,个,COUNT,0.9607
109041803,1247923.8683700562,11,6,6,2,个,COUNT,0.7447
101020405,1243063.0702657704,16,8,6,2,个,COUNT,0.9036
107030702,1201965.9939460754,13,9,5,2,盒,CONTAINER,0.7162
109020809,1194341.3984375,8,6,6,3,个,COUNT,0.695
109023704,1172257.1291351318,20,9,6,2,个,COUNT,0.8222
107022003,1160545.3800048828,9,5,4,2,千克,MASS,0.9947
109023203,1118245.6508026123,21,12,7,3,套,SET,0.7911
109061604,1117823.689315796,7,3,3,1,套,SET,0.7768
109025204,1041171.4899902347,9,4,4,1,个,COUNT,0.998
102050508,1033924.0,1,1,1,1,千克,MASS,1.0
106040108,1031815.1442756653,26,12,6,2,千克,MASS,0.5899
109060505,1021277.819152832,6,3,3,1,套,SET,0.7864
109011208,989458.9901428223,9,3,3,1,个,COUNT,0.7447
109032501,983961.7456054688,6,3,3,2,千克,MASS,0.6574
109025502,972403.4187927246,17,9,7,2,瓶,CONTAINER,0.3089
109022804,965303.860534668,6,3,3,2,千米,LENGTH,0.8683
110020104,939150.0,3,2,2,1,千克,MASS,0.9967
109061402,935986.843120575,9,2,2,1,个,COUNT,0.9011
301040301,904505.0,3,3,3,2,项,SERVICE,0.9613
109023707,899458.8783035278,13,5,5,1,个,COUNT,0.9224
103021204,898452.8784666061,28,13,6,2,袋,CONTAINER,0.3253
109061203,880117.3125,5,4,3,1,套,SET,0.7663
109061005,867815.059173584,9,3,3,1,个,COUNT,0.9732
109024608,839521.8775024414,5,2,2,1,个,COUNT,0.9985
109010402,827667.3075027466,16,8,7,3,个,COUNT,0.5522
102050504,821367.4919433594,16,8,7,4,个,COUNT,0.446
108041112,802718.5502319336,15,7,5,3,千克,MASS,0.7721
301020102,782482.2421875,3,3,3,2,UNKNOWN,UNKNOWN,0.6717
109022306,760846.5200195312,4,2,2,1,个,COUNT,0.9999
101020404,742546.3077163696,16,9,5,2,千克,MASS,0.5273
105011006,717118.7205200195,9,4,4,2,千克,MASS,0.5304
102040401,716050.015625,7,4,4,2,个,COUNT,0.4536
106020504,702976.1999511719,9,5,5,3,千瓦时,ENERGY,0.924
106050803,682516.2827148438,8,5,5,2,平方米,AREA,0.572
101050700,648592.1978607178,10,5,5,2,千克,MASS,0.9402
106050207,642334.1650218964,15,9,7,2,千克,MASS,0.6554
103040301,640101.6005859375,7,4,3,2,个,COUNT,0.9813
102049902,635769.3076782227,10,4,4,2,千克,MASS,0.8597
108040503,625719.5704650879,10,5,4,2,UNKNOWN,UNKNOWN,0.5783
101011906,625001.353012085,7,5,3,2,个,COUNT,0.7577
109023804,615347.6494140625,6,3,2,1,个,COUNT,0.8965
107030703,604823.4500732422,10,5,4,1,瓶,CONTAINER,0.9266
109050403,598538.0,5,3,3,1,个,COUNT,0.5545
101011905,569800.0,1,1,1,1,千克,MASS,1.0
109062302,567988.0797367096,11,7,4,1,卷,CONTAINER,0.8163
108041118,523627.56640625,5,3,3,3,立方米,VOLUME,0.8885
102050306,498681.09375,6,3,3,2,千克,MASS,0.7254
109060309,493518.5471801758,10,5,5,2,个,COUNT,0.5735
101011303,488590.80989456177,11,6,5,2,个,COUNT,0.8947
302010400,483360.3703613281,4,2,2,1,套,SET,0.9608
109024006,478777.7001953125,12,8,8,2,套,SET,0.3435
103040302,472767.1375808716,11,4,2,1,个,COUNT,0.8847
105020203,463793.7615966797,10,6,6,3,立方米,VOLUME,0.6239
106041002,462734.5994644165,6,2,2,1,个,COUNT,0.9295
106050602,438053.14630126953,13,6,5,2,个,COUNT,0.8069
106020501,433544.61991882324,9,5,5,2,千瓦时,ENERGY,0.8861
307050200,431335.36083984375,2,2,2,0,UNKNOWN,UNKNOWN,0.9955
109023801,424184.0556640625,7,3,3,2,千米,LENGTH,0.7085
102050517,421795.94219398504,10,4,3,2,千克,MASS,0.9833
107021609,419471.04998779297,4,4,3,2,千克,MASS,0.9934
102040402,417132.09375,5,2,2,2,个,COUNT,0.5679
108032103,412762.6015625,3,1,1,1,千克,MASS,1.0
109023706,411937.2000732422,5,3,3,1,个,COUNT,0.7112
110020105,411760.0,3,2,2,1,个,COUNT,0.9514
109062203,411134.0507507324,3,1,1,1,个,COUNT,1.0
109061306,402556.5199584961,9,2,2,1,个,COUNT,0.9975
306010400,390309.8125,2,2,2,0,UNKNOWN,UNKNOWN,0.6397
101010702,381216.12031173706,7,5,3,1,千克,MASS,0.9107
108012201,369113.7802352905,8,4,3,1,个,COUNT,0.9445
108032411,368358.2418212891,4,1,1,1,千克,MASS,1.0
109024606,353855.3400039673,7,4,3,1,盒,CONTAINER,0.9699
106050202,341254.0,6,3,3,1,个,COUNT,0.9872
109021805,323546.79998779297,7,3,3,1,套,SET,0.5927
108031399,322109.0,4,2,2,2,千克,MASS,0.9965
107022605,317751.4296875,2,1,1,1,千克,MASS,1.0
307050100,317731.1374511719,3,3,3,1,立方米,VOLUME,0.796
103020905,314055.3975587468,13,9,5,2,箱,CONTAINER,0.3792
106020402,304821.90002441406,6,3,3,1,套,SET,0.7047
106051110,304645.6231249571,4,3,3,1,套,SET,0.977
301049902,303500.0,2,2,2,0,UNKNOWN,UNKNOWN,0.9555
108041115,293413.52087402344,9,5,4,3,千克,MASS,0.7006
108032403,286609.455078125,7,2,2,2,个,COUNT,0.5104
307050400,276897.59375,2,2,2,0,次,SERVICE,0.9984
306010999,267813.3296203613,8,6,6,1,套,SET,0.4369
106050305,259052.10447692874,12,8,6,3,千克,MASS,0.557
101011901,249288.1387939453,10,9,5,2,UNKNOWN,UNKNOWN,0.3902
102050510,235350.4836425781,3,2,2,2,千克,MASS,0.5742
109023702,228571.41999816895,4,2,2,1,套,SET,0.7808
106051112,223559.09179687497,10,5,4,1,个,COUNT,0.6911
106050804,221942.009765625,8,7,7,3,千克,MASS,0.647
107021604,213205.42975234985,14,6,4,2,千克,MASS,0.4029
101030105,200486.28887939453,4,4,2,1,瓶,CONTAINER,0.692
101030499,197464.6395263672,4,3,3,2,个,COUNT,0.6132
301020401,190763.0,2,2,2,0,UNKNOWN,UNKNOWN,0.975
107022602,184825.0,2,1,1,1,千克,MASS,1.0
109021806,184010.52045822146,6,4,4,2,个,COUNT,0.8368
109061504,175498.0,7,3,2,1,个,COUNT,0.9208
306030203,174500.0,1,1,1,1,千克,MASS,1.0
109025501,170261.9400024414,5,2,2,1,套,SET,0.6784
109024301,165752.19995117188,4,3,3,1,个,COUNT,0.6802
101011304,164469.2819519043,9,6,5,2,个,COUNT,0.4243
106051111,161417.41082763672,9,4,4,2,个,COUNT,0.9059
106050306,158073.5800113678,8,5,5,3,千克,MASS,0.607
106041006,155449.15998840335,5,4,3,1,个,COUNT,0.9624
102050308,148626.31689453125,9,6,5,3,立方米,VOLUME,0.668
109051403,146994.0,3,2,2,1,套,SET,0.9585
109025404,139821.89999389648,9,5,5,3,个,COUNT,0.6706
109022407,136500.0,3,2,2,1,套,SET,0.6447
107021007,127413.97024154666,14,10,6,2,个,COUNT,0.8136
108041119,125385.35623931885,4,2,2,2,千米,LENGTH,0.9673
109010707,122523.200012207,5,2,2,2,个,COUNT,0.9931
101030401,121844.58027648926,18,8,6,2,千克,MASS,0.5754
106041005,117200.23828125,3,3,3,2,个,COUNT,0.5596
110030203,116161.0,2,2,2,1,套,SET,0.9997
108041110,112794.0,3,2,2,2,千克,MASS,0.9421
109023502,108753.81954956055,6,2,2,2,个,COUNT,0.8408
304040400,107108.66058588028,4,4,4,1,UNKNOWN,UNKNOWN,0.8775
301020302,98880.0,1,1,1,0,车,CONTAINER,1.0
304050102,94200.0,1,1,1,0,月,TIME,1.0
108041117,93898.203125,5,3,3,2,千米,LENGTH,0.7775
107021701,93472.18000793457,6,3,2,1,个,COUNT,0.9072
108031107,92567.138671875,1,1,1,1,个,COUNT,1.0
106051008,80662.68937683105,2,2,2,1,个,COUNT,0.8032
102050513,64842.829650878906,6,3,3,3,千米,LENGTH,0.6161
109041204,64417.450043678284,8,4,4,2,个,COUNT,0.8694
108041116,63152.890625,2,2,2,2,千米,LENGTH,0.9913
109032604,61728.79998779297,3,3,3,1,个,COUNT,0.878
109032402,60317.0,1,1,1,1,个,COUNT,1.0
301050301,53712.0,2,2,2,1,千克,MASS,0.939
108030900,51386.66986083985,6,3,3,2,瓶,CONTAINER,0.6055
108032407,49148.0,1,1,1,0,套,SET,1.0
405010200,48997.0,1,1,1,0,UNKNOWN,UNKNOWN,1.0
109061202,43271.0,4,2,2,1,个,COUNT,0.6402
302010200,37990.72998046875,2,2,2,0,UNKNOWN,UNKNOWN,0.8581
106051109,35829.9501953125,4,3,3,1,个,COUNT,0.9444
109032802,30530.29995727539,4,2,2,1,套,SET,0.5317
109025101,27620.209899902344,5,3,3,2,个,COUNT,0.4613
106051102,24504.0,2,1,1,1,个,COUNT,1.0
102050511,23961.310302734375,4,3,3,2,千克,MASS,0.5893
301050401,21797.64990234375,3,3,3,1,盒,CONTAINER,0.8165
107040404,20800.0,2,2,2,1,千克,MASS,0.9615
109021807,18037.4296875,3,2,2,1,个,COUNT,0.995
109042604,17030.0,4,3,3,1,个,COUNT,0.6439
108032105,15962.400390625,2,2,2,2,千克,MASS,0.6617
301059901,10000.0,1,1,1,0,UNKNOWN,UNKNOWN,1.0
302020000,8925.260009765625,2,2,2,1,UNKNOWN,UNKNOWN,0.6474
109042205,6154.5,4,4,2,1,个,COUNT,0.9008
109022305,4694.0,4,4,3,2,卷,CONTAINER,0.4942
108032410,4180.0,2,1,1,1,千克,MASS,1.0
102050518,4179.850006103516,1,1,1,0,瓶,CONTAINER,1.0
101030402,3363.5,1,1,1,1,千克,MASS,1.0
109031803,2760.0,2,1,1,1,个,COUNT,1.0
107021614,2119.0,4,4,2,1,个,COUNT,0.8966
109023904,2091.8800048828125,2,2,2,1,个,COUNT,0.8835
110030204,1801.1199703216553,2,2,2,1,个,COUNT,0.9903
301060100,801.1699999570847,2,2,2,0,OTHER,OTHER,0.9985
101030107,764.3600001335144,1,1,1,1,个,COUNT,1.0
109021604,764.1999893188477,3,1,1,1,个,COUNT,1.0
109032403,580.0,1,1,1,1,个,COUNT,1.0
109032303,480.0,1,1,1,1,个,COUNT,1.0
306040100,80.0,1,1,1,0,UNKNOWN,UNKNOWN,1.0
