product_id,n_obs,n_firms,n_cities,mean_price,median_price,min_price,max_price,std_price,mean_lnp,std_lnp,min_lnp,max_lnp,mkt_price,range_price,range_lnp,cv_price
109012402,35,35,29,811.7757,112.1755,4.7042,7000.0,1578.9032,4.9343,2.0556,1.5485,8.8537,49.1708,6995.2958,7.3052,1.945
109012103,35,35,25,51.8481,13.0103,0.2241,591.0909,108.3522,2.651,1.755,-1.4956,6.382,12.6223,590.8668,7.8776,2.0898
107060201,35,35,24,1400.3314,49.1191,2.9822,15647.6323,3664.0101,4.3782,2.3085,1.0927,9.6581,59.7329,15644.6501,8.5654,2.6165
106040604,35,35,24,1047.4549,217.2367,3.0266,7379.0733,1704.236,5.1712,2.2634,1.1075,8.9064,194.5353,7376.0467,7.799,1.627
109051002,35,35,22,1902.364,135.2721,0.2607,27465.75,6361.3026,4.7906,2.379,-1.3445,10.2207,22.2667,27465.4893,11.5652,3.3439
109052202,35,35,21,2146.4085,1338.7517,13.2741,8146.7796,1936.7087,7.1625,1.2469,2.5858,9.0054,540.3099,8133.5056,6.4196,0.9023
107050101,35,35,24,1018.7872,432.976,22.401,14905.7471,2497.7529,6.0418,1.2363,3.1091,9.6095,227.8514,14883.3461,6.5004,2.4517
108020706,35,35,27,2167.1876,3343.1577,0.5965,4119.5751,1796.1796,5.9917,2.8864,-0.5167,8.3235,416.8437,4118.9786,8.8402,0.8288
107060107,35,35,24,144.5045,9.1838,0.2561,2431.2475,496.379,2.1471,2.1832,-1.362,7.7962,14.3988,2430.9914,9.1582,3.435
109013601,35,35,25,443.3443,90.5407,0.9038,2869.2203,666.3724,4.2904,2.4555,-0.1012,7.9618,30.3868,2868.3165,8.063,1.5031
109040399,35,35,28,2620.9929,1883.2424,3.706,9768.7778,2487.5586,6.9313,1.9012,1.31,9.1869,395.2763,9765.0717,7.877,0.9491
103011303,35,35,22,38.1669,11.8752,1.7355,358.6028,78.4643,2.5699,1.3166,0.5513,5.8822,16.4096,356.8673,5.3309,2.0558
109024501,35,35,28,94.7766,56.2323,3.549,673.1421,132.7787,3.8555,1.2206,1.2667,6.512,40.9106,669.593,5.2453,1.401
109012906,35,35,26,853.4745,191.598,5.7304,5404.6593,1280.3465,5.3059,2.0353,1.7458,8.595,213.9833,5398.9289,6.8492,1.5002
103021199,35,35,27,287.7743,29.482,2.4886,3218.9189,775.1305,3.645,1.8895,0.9117,8.0768,19.0454,3216.4303,7.1651,2.6935
108040302,35,35,26,329.6011,60.0,3.9,4985.0,911.7021,4.1732,1.6106,1.361,8.5142,14.7617,4981.1,7.1532,2.7661
104020407,35,35,24,20.5109,7.7314,1.0647,144.9981,34.9083,2.23,1.1723,0.0627,4.9767,4.7645,143.9334,4.9141,1.7019
108012803,35,35,27,6.3838,1.7627,0.3428,66.5,14.0831,0.819,1.2522,-1.0708,4.1972,2.2597,66.1572,5.268,2.2061
107021302,35,35,29,112.0197,18.0,0.7532,1725.5195,325.9249,2.897,1.7709,-0.2834,7.4533,39.9734,1724.7663,7.7367,2.9095
104020103,35,35,25,95.8465,62.8706,3.0439,779.9683,130.4461,4.1336,0.9317,1.1131,6.6593,60.995,776.9244,5.5461,1.361
108041902,34,34,24,519.7596,130.5558,0.5,6476.99,1237.3518,4.4094,2.3084,-0.6931,8.776,77.0618,6476.49,9.4692,2.3806
106030102,34,34,22,52556.9158,4028.7316,21.6131,569950.0,132144.1383,8.2667,2.5819,3.0733,13.2533,419.6139,569928.3869,10.18,2.5143
104030501,34,34,23,204.7345,86.8314,5.2356,1121.8765,268.4739,4.4867,1.4228,1.6555,7.0228,106.7644,1116.6409,5.3673,1.3113
109042409,34,34,24,79.8262,24.9514,0.2166,998.0335,173.8188,3.0339,1.9382,-1.5295,6.9058,4.4527,997.8168,8.4353,2.1775
109062202,34,34,21,13155.7885,670.3188,2.4767,126851.71,26746.4745,6.8174,2.9036,0.9069,11.7508,658.9772,126849.2333,10.8439,2.0331
103010802,34,34,24,31.2219,18.1449,2.0107,152.59,37.3482,2.9855,0.9381,0.6985,5.0278,28.9657,150.5793,4.3293,1.1962
109041905,34,34,21,16073.686,238.4733,6.3505,503366.7133,86167.4296,5.6886,2.3698,1.8485,13.1291,254.215,503360.3629,11.2805,5.3608
109042101,34,34,23,2629.7841,838.8693,4.5194,34560.0,6102.5546,6.2446,2.1842,1.5084,10.4505,104.0715,34555.4806,8.9421,2.3206
101010401,34,34,24,281.9945,9.7606,0.2638,5686.5062,1101.5736,2.7475,1.8238,-1.3326,8.6459,412.8048,5686.2424,9.9785,3.9064
108042700,34,34,22,234.0294,42.6989,0.3,3035.361,562.4535,4.0197,1.821,-1.204,8.0181,15.2658,3035.061,9.2221,2.4033
109013203,33,33,25,215.2747,59.8769,0.4667,1999.0,416.8127,3.8761,1.972,-0.762,7.6004,30.5225,1998.5333,8.3624,1.9362
307059900,33,33,27,441852.5409,793.6667,2.1794,12876434.09,2240408.5431,7.2732,3.617,0.779,16.3709,120.0056,12876431.9106,15.5919,5.0705
109041503,33,33,19,1865.5819,1621.53,4.0014,5014.25,1410.4771,6.9856,1.4732,1.3866,8.52,652.6225,5010.2486,7.1334,0.7561
109042099,33,33,22,503.612,188.1853,1.0656,2899.6932,692.0984,5.1261,1.7673,0.0636,7.9724,45.6051,2898.6276,7.9088,1.3743
104030599,33,33,24,411.1755,99.2043,2.589,6500.01,1133.6068,4.7366,1.5747,0.9513,8.7796,21.5318,6497.421,7.8283,2.757
107021409,33,33,23,138.6157,17.3413,0.5361,1575.0,312.3724,3.3511,1.7819,-0.6235,7.362,37.0267,1574.4639,7.9855,2.2535
104019999,33,33,24,63.3974,18.4251,1.6985,535.1192,115.1718,3.0806,1.4552,0.5297,6.2825,6.5849,533.4207,5.7528,1.8167
109060299,33,33,23,2520.3188,696.7219,2.9635,35948.0971,6353.0508,6.3338,1.9857,1.0864,10.4898,59.3671,35945.1336,9.4035,2.5207
109041999,33,33,20,588.135,158.9204,8.7167,8482.7489,1702.7213,4.9482,1.4603,2.1652,9.0458,190.6534,8474.0322,6.8806,2.8951
106051304,33,33,21,43.915,19.461,1.3834,658.3981,111.7579,2.9715,1.1354,0.3245,6.4898,21.3232,657.0148,6.1653,2.5449
107020106,33,33,28,775.3447,8.0,1.3104,6117.4757,1412.9255,3.5283,2.9577,0.2704,8.7189,303.0119,6116.1653,8.4485,1.8223
101040400,33,33,21,3371.4743,20.2564,0.0061,110387.78,19211.3277,3.0678,2.2063,-5.1069,11.6118,39.0981,110387.7739,16.7187,5.6982
109021102,32,32,18,9937.7932,568.6786,0.0592,88444.5693,21370.9005,5.8232,3.5946,-2.8275,11.3901,21.8452,88444.5102,14.2177,2.1505
108040405,32,32,23,73.0031,29.6785,8.3204,1042.2181,180.6838,3.5397,0.9831,2.1187,6.9491,43.2812,1033.8977,4.8304,2.475
104011401,32,32,24,145.0694,87.007,6.1222,928.94,198.2379,4.311,1.1958,1.8119,6.834,68.6534,922.8178,5.0221,1.3665
109062602,32,32,21,2363.2051,859.3429,3.8618,18678.18,4034.8737,6.8212,1.5203,1.3511,9.8351,749.6702,18674.3182,8.484,1.7074
108031401,32,32,25,3171.905,92.4773,0.414,41682.243,8979.1842,4.8399,2.6995,-0.8818,10.6378,1486.6528,41681.8289,11.5196,2.8308
109011602,32,32,22,787.4574,434.0765,2.1702,6048.7838,1230.8287,5.723,1.6706,0.7748,8.7076,128.4823,6046.6136,7.9328,1.563
109061603,32,32,24,6096.5969,1188.1818,1.8811,67239.2,12888.5773,6.7645,2.4793,0.6318,11.116,95.5527,67237.3189,10.4842,2.1141
109012702,32,32,25,27625.0864,274.6758,2.336,469947.98,104700.5715,5.8877,2.5354,0.8484,13.0604,61.7195,469945.644,12.2119,3.7901
108041201,32,32,25,217.7008,11.8382,0.8555,4608.2481,825.685,2.7991,1.9505,-0.1561,8.4356,43.5317,4607.3927,8.5917,3.7928
106040804,32,32,19,326.399,54.3508,10.0654,6173.8235,1091.3764,4.2762,1.412,2.3091,8.7281,76.0779,6163.7581,6.419,3.3437
109040204,32,32,29,5961.2084,84.7583,0.7133,151463.0,26673.4219,5.2004,2.6193,-0.3378,11.9281,490.3078,151462.2867,12.2659,4.4745
109010201,31,31,27,4152.4124,495.0483,1.6816,42800.0,9031.3586,6.104,2.6613,0.5198,10.6643,132.5143,42798.3184,10.1445,2.175
109041102,31,31,26,1674.3073,25.0,0.2356,34040.0,6388.1288,3.5712,2.7749,-1.4454,10.4353,13.5567,34039.7644,11.8807,3.8154
104010106,31,31,19,70.5757,5.9475,0.9439,803.2666,193.2671,2.2567,1.7889,-0.0578,6.6887,6.1911,802.3227,6.7465,2.7384
109022504,31,31,26,109.9013,17.6788,0.3189,1426.2843,267.5719,3.1858,1.8736,-1.143,7.2628,13.3207,1425.9654,8.4058,2.4347
106020107,31,31,23,10.8836,6.3561,0.4342,102.4,19.3231,1.6358,1.2145,-0.8343,4.6289,0.8935,101.9659,5.4632,1.7754
107020601,31,31,25,622.0354,13.2363,7.766,18401.32,3299.9078,3.1795,1.4677,2.0498,9.8202,1130.7909,18393.554,7.7704,5.305
103020801,31,31,21,173.6201,57.9849,15.57,1328.8643,287.4802,4.3817,1.1382,2.7453,7.1921,105.8423,1313.2943,4.4467,1.6558
101040500,31,31,22,79.3767,14.7432,1.5394,1403.2552,250.1929,3.0539,1.3414,0.4314,7.2465,24.751,1401.7158,6.8152,3.152
108012104,31,31,21,1787.3517,84.3077,8.4531,12017.7234,3254.5088,5.2136,2.5015,2.1345,9.3941,332.4333,12009.2704,7.2596,1.8209
101010102,31,31,24,64.9646,14.3233,2.0156,910.0,171.4416,2.8585,1.3895,0.7009,6.8134,12.862,907.9844,6.1125,2.639
103020511,31,31,23,21.3189,12.9036,1.4661,194.0068,34.3052,2.5612,0.9129,0.3826,5.2679,21.3481,192.5407,4.8853,1.6091
107030402,31,31,29,34.0424,11.2553,1.0258,205.9576,59.8848,2.6742,1.1544,0.0255,5.3277,9.3948,204.9318,5.3022,1.7591
107030408,30,30,27,52.4202,16.0771,5.2587,644.7353,127.5437,3.0222,1.0547,1.6599,6.4688,17.3553,639.4766,4.809,2.4331
109060102,30,30,24,4918.7071,836.7047,44.182,75800.0,13934.9849,6.9695,1.6572,3.7883,11.2359,466.1246,75755.818,7.4475,2.8331
108020705,30,30,21,3246.6175,3699.2176,7.8847,4141.7513,1271.2683,7.6446,1.5917,2.0649,8.3289,1718.0365,4133.8666,6.264,0.3916
109062501,30,30,21,9476.1372,4256.5355,521.3522,60375.0,12548.4081,8.4807,1.2152,6.2564,11.0083,1194.4632,59853.6478,4.7519,1.3242
109011004,30,30,23,557.4846,31.0171,0.586,12291.3799,2238.5711,3.8165,2.0571,-0.5344,9.4167,50.9006,12290.7939,9.9511,4.0155
108040201,30,30,23,3506.8208,429.3365,4.1591,35425.0,7530.4319,5.7785,2.6243,1.4253,10.4752,95.2909,35420.8409,9.0499,2.1474
109041802,30,30,19,8075.2672,2303.9392,116.4617,74215.3325,16576.9354,7.5279,1.8076,4.7576,11.2147,820.5232,74098.8708,6.4572,2.0528
109013201,30,30,24,371.7362,146.5539,3.2282,2400.0,586.861,4.9613,1.4785,1.1719,7.7832,20.2623,2396.7718,6.6113,1.5787
101040200,30,30,17,1159.4803,57.164,20.4026,31329.3614,5702.2866,4.3916,1.4239,3.0157,10.3523,73.2461,31308.9588,7.3366,4.918
104030403,30,30,20,411.9465,68.3723,1.6,4708.4516,1106.6941,4.323,1.6472,0.47,8.4571,37.579,4706.8516,7.9871,2.6865
107030215,30,30,21,37.3727,28.1599,1.3,192.41,39.3792,3.0671,1.2179,0.2624,5.2596,12.4069,191.11,4.9973,1.0537
107030212,30,30,28,27.7108,21.1168,8.9933,77.5326,18.9516,3.1232,0.6289,2.1965,4.3507,30.9448,68.5393,2.1542,0.6839
107021301,30,30,23,1354.5591,26.6201,0.405,10518.7664,2755.0793,4.2602,2.8335,-0.9038,9.2609,62.6795,10518.3614,10.1648,2.0339
104010508,30,30,23,335.8342,101.7853,9.6633,6748.7211,1213.4509,4.6737,1.0532,2.2683,8.8171,65.5881,6739.0578,6.5488,3.6132
101050300,30,30,21,523.4816,60.9074,22.3041,12865.9364,2333.3375,4.3993,1.2417,3.1048,9.4623,107.7003,12843.6322,6.3576,4.4573
103020903,30,30,25,22.4698,9.2307,3.1039,89.2678,25.3141,2.6006,0.9654,1.1327,4.4916,23.0055,86.1639,3.359,1.1266
103010303,30,30,23,49.269,20.2243,2.4949,300.0,65.9233,3.2615,1.1433,0.9142,5.7038,30.1625,297.5051,4.7895,1.338
109062601,30,30,20,1167.8585,125.2566,14.9241,9402.82,2185.5424,5.3775,2.0111,2.703,9.1488,205.9294,9387.8959,6.4458,1.8714
105010301,30,30,26,139.8066,54.0738,0.1677,1713.8,312.8196,3.722,1.9197,-1.7853,7.4465,51.712,1713.6323,9.2318,2.2375
109041499,29,29,21,2496.4234,1922.1605,4.7208,25739.1636,4658.519,6.6833,2.0255,1.552,10.1558,462.471,25734.4428,8.6038,1.8661
109060607,29,29,19,4038.0004,752.5918,0.3012,81190.4868,14923.0183,6.1605,2.3986,-1.2,11.3046,486.414,81190.1856,12.5046,3.6956
107030209,29,29,28,13.7058,10.7124,2.779,94.0778,16.3585,2.3185,0.7094,1.0221,4.5441,8.8833,91.2988,3.522,1.1936
101010303,29,29,24,89.4238,22.1758,3.4167,1335.7373,253.7736,3.2635,1.2725,1.2287,7.1972,40.2562,1332.3206,5.9686,2.8379
106050901,29,29,18,1097.0716,383.9441,2.0,12227.0267,2359.524,5.4926,2.1702,0.6931,9.4114,251.1457,12225.0267,8.7183,2.1507
104020125,29,29,22,199.1993,108.225,3.3406,1264.0714,270.2756,4.554,1.3432,1.2062,7.1421,50.2139,1260.7308,5.9359,1.3568
109060101,29,29,20,1816.2587,710.4974,15.8299,17000.0,3358.9816,6.5466,1.4844,2.7619,9.741,295.0119,16984.1701,6.9791,1.8494
104020107,29,29,22,214.9445,116.1755,16.0952,789.3477,216.2516,4.8177,1.1373,2.7785,6.6712,143.2347,773.2525,3.8927,1.0061
105020204,29,29,23,199.5952,38.3868,3.6347,3980.0,730.3554,3.6841,1.5268,1.2905,8.289,150.4901,3976.3653,6.9985,3.6592
304020300,29,29,23,140742.9535,9000.0,18.9922,3123450.861,576334.5421,8.7168,2.8695,2.944,14.9544,283.1548,3123431.8688,12.0104,4.0949
103010999,29,29,20,31.2826,19.1987,5.5929,154.4129,37.6385,3.0238,0.8403,1.7215,5.0396,25.4111,148.82,3.3181,1.2032
101010302,29,29,24,261.1287,56.3398,7.0916,4400.005,825.8845,4.1534,1.381,1.9589,8.3894,94.6152,4392.9134,6.4305,3.1627
109060203,28,28,19,4520.0506,1718.0993,2.4225,42785.8261,8601.6996,6.6993,2.4741,0.8848,10.664,261.0379,42783.4036,9.7792,1.903
304030301,28,28,21,35659.8944,6692.4773,2.3374,244512.2188,59341.1279,8.0972,3.2778,0.849,12.407,966.1882,244509.8814,11.558,1.6641
108030100,28,28,21,6713.9135,46.8865,2.3874,52577.4807,16729.8187,4.525,2.7962,0.8702,10.87,470.465,52575.0933,9.9998,2.4918
107030499,28,28,26,253.3381,35.9436,4.2711,3393.444,669.5414,3.7265,1.7589,1.4519,8.1296,31.9463,3389.1729,6.6777,2.6429
109042199,28,28,21,270.8069,47.6225,0.1058,2426.6188,551.8485,3.8971,2.1637,-2.2461,7.7943,18.0087,2426.5129,10.0403,2.0378
107060114,28,28,21,12.3343,7.2653,0.9856,31.2,10.9929,1.9522,1.1949,-0.0145,3.4404,12.8437,30.2144,3.4549,0.8912
109021107,28,28,20,2800.7168,145.3872,0.14,32259.9049,7331.6271,4.8889,3.0886,-1.9661,10.3816,15.0166,32259.7649,12.3477,2.6178
107030407,28,28,27,26.6425,14.5147,6.9542,303.8088,54.8585,2.7995,0.7302,1.9394,5.7164,12.7303,296.8546,3.777,2.0591
103010503,28,28,20,158.1887,29.9489,4.441,2951.6943,550.2373,3.6219,1.3937,1.4909,7.9901,70.9468,2947.2533,6.4993,3.4784
109051603,28,28,19,82.78,1.4601,0.02,1536.6692,289.1601,0.7486,3.3844,-3.912,7.3374,1.414,1536.6492,11.2494,3.4931
304020199,28,28,21,37637.4774,11811.3188,142.4546,395654.2577,76047.0911,9.0053,2.1434,4.959,12.8883,1188.6016,395511.8031,7.9293,2.0205
104011302,28,28,19,224.5265,113.7503,5.2029,994.7257,247.1725,4.7412,1.3383,1.6492,6.9025,85.0875,989.5228,5.2533,1.1009
105010802,28,28,22,33.5094,5.2356,0.0504,419.1965,93.3758,1.6128,1.9873,-2.9877,6.0383,3.3985,419.1461,9.026,2.7866
107010199,28,28,22,3963.1408,173.1768,6.8,48000.0,9733.5127,5.7052,2.6522,1.9169,10.779,540.4976,47993.2,8.862,2.456
109031700,28,28,16,5858.0989,473.0078,1.3271,98267.6545,18653.0346,6.3903,2.3221,0.283,11.4955,915.9792,98266.3274,11.2125,3.1841
109025302,28,28,21,115.3207,82.8447,10.3846,423.588,103.3761,4.3948,0.887,2.3403,6.0488,58.4555,413.2034,3.7084,0.8964
109040805,28,28,20,1572.3902,74.741,0.2081,29500.0,5569.4768,4.6638,2.6403,-1.5695,10.2921,880.491,29499.7919,11.8617,3.542
109031401,28,28,17,776.2161,476.6594,16.2533,3788.4,947.3424,5.9912,1.292,2.7883,8.2397,314.6561,3772.1467,5.4514,1.2205
107021502,28,28,22,415.7592,72.7258,4.4898,6373.7941,1236.836,4.4177,1.5743,1.5018,8.76,100.6039,6369.3043,7.2581,2.9749
107010101,28,28,27,1679.787,8.0442,1.4967,8668.5335,3114.7303,3.9531,2.9871,0.4033,9.0675,128.9569,8667.0368,8.6642,1.8542
101011215,28,28,20,184.5677,16.4418,5.2,4544.3305,854.6566,3.0639,1.2727,1.6487,8.4216,23.6294,4539.1305,6.773,4.6306
101011211,28,28,19,19.9019,14.2812,0.1069,92.7458,21.3927,2.5505,1.1776,-2.2363,4.5299,9.0353,92.6389,6.7661,1.0749
109052100,27,27,21,232.7349,8.2712,0.4084,2100.0,509.9417,2.7736,2.6489,-0.8955,7.6497,111.0917,2099.5916,8.5452,2.1911
103020701,27,27,23,69.0122,3.6245,1.0583,1040.0,209.0817,1.994,1.8658,0.0566,6.947,18.201,1038.9417,6.8904,3.0296
108012402,27,27,24,69.6237,25.9804,0.15,653.0,137.259,2.9631,1.8756,-1.8971,6.4816,8.3493,652.85,8.3787,1.9714
106020101,27,27,19,253.0297,18.5,0.2124,5000.0,962.395,3.0228,2.1146,-1.5493,8.5172,3.5624,4999.7876,10.0665,3.8035
106030101,27,27,19,29608.141,6660.0,1.6822,370369.8562,79623.5182,8.135,2.7597,0.5201,12.8223,441.9885,370368.174,12.3022,2.6892
109021501,27,27,20,228.9176,138.0549,3.712,1071.0282,266.848,4.8289,1.2335,1.3116,6.9764,162.8784,1067.3162,5.6648,1.1657
109021105,27,27,18,23163.5306,576.1538,5.3687,149191.947,44292.0729,6.5093,3.5371,1.6806,11.913,59.6315,149186.5782,10.2324,1.9121
107020301,27,27,21,1323.9751,40.9872,3.51,13641.5408,3018.7937,4.6174,2.4298,1.2556,9.5209,202.215,13638.0308,8.2653,2.2801
103010906,27,27,19,32.1138,16.4815,5.8403,178.09,38.7629,3.0222,0.8989,1.7648,5.1823,53.3614,172.2497,3.4175,1.207
106010201,27,27,22,445.2091,17.7277,1.322,5153.2078,1315.1926,3.3285,2.2116,0.2791,8.5474,25.8339,5151.8858,8.2682,2.9541
304010100,27,27,23,50091.7245,8733.8083,1.0797,570346.1333,119640.34,8.2579,3.3682,0.0766,13.254,4550.5621,570345.0537,13.1774,2.3884
104010804,27,27,19,552.0294,180.1752,20.648,8263.976,1564.9171,5.3361,1.1008,3.0276,9.0197,91.5059,8243.328,5.992,2.8348
106040805,26,26,17,258.5531,69.9716,14.0755,5000.0,967.9565,4.1779,1.1495,2.6444,8.5172,33.2139,4985.9245,5.8728,3.7437
109012704,26,26,23,3313.4369,206.0078,6.6039,66961.4545,13028.4322,5.4941,2.2529,1.8877,11.1119,352.0856,66954.8507,9.2242,3.932
109051700,26,26,17,128.5832,5.6581,0.08,2344.2611,473.3825,1.6613,2.3384,-2.5257,7.7597,1.4274,2344.1811,10.2855,3.6815
108011299,26,26,23,190.0484,15.0507,0.2528,1884.09,487.5046,2.8083,2.2509,-1.3753,7.5412,5.1315,1883.8372,8.9165,2.5652
107030119,26,26,23,34.8089,7.3752,1.0655,547.0825,106.2194,2.278,1.2777,0.0634,6.3046,8.1136,546.0171,6.2412,3.0515
109024599,26,26,21,940.4439,26.4958,1.3336,13350.0,2866.0539,3.6306,2.5617,0.2878,9.4993,15.715,13348.6664,9.2114,3.0476
106040401,26,26,19,19.9513,8.1016,1.798,199.6333,38.5719,2.2232,1.1404,0.5867,5.2965,25.3126,197.8353,4.7098,1.9333
108012801,26,26,21,34.4079,5.0328,0.15,280.9706,68.7315,1.983,1.8334,-1.8971,5.6382,11.4459,280.8206,7.5354,1.9975
105020205,26,26,21,30.4996,8.3254,0.7844,210.0,44.6163,2.4435,1.5377,-0.2429,5.3471,5.7435,209.2156,5.59,1.4628
110010101,26,26,25,13451.6162,8.7097,0.4265,271750.9728,54144.4239,3.3346,3.8096,-0.8521,12.5126,4.0215,271750.5462,13.3647,4.0251
104020119,26,26,22,533.362,403.0122,75.7527,3027.835,589.4533,5.8681,0.9314,4.3275,8.0156,323.4549,2952.0822,3.6881,1.1052
107021202,26,26,19,199.5927,12.6964,0.132,1522.0,425.2157,2.8817,2.5287,-2.0247,7.3278,4.1215,1521.868,9.3525,2.1304
107021203,26,26,20,220.3839,28.6794,0.1115,3065.9474,614.0156,3.3651,2.2466,-2.194,8.0281,8.3351,3065.8359,10.2222,2.7861
108011499,26,26,20,37.7932,17.0295,8.1815,209.1722,49.6063,3.1679,0.8694,2.1019,5.3432,6.3425,200.9907,3.2413,1.3126
109012003,26,26,21,3901.8407,209.5198,1.2631,29600.0,8400.9938,5.6286,2.6924,0.2336,10.2955,32.7233,29598.7369,10.062,2.1531
108040600,25,25,23,165.1034,88.5657,7.0,700.0,201.085,4.3625,1.3403,1.9459,6.5511,29.7608,693.0,4.6052,1.2179
107020306,25,25,20,248.5742,67.2498,0.5876,1794.3761,470.339,3.8711,2.2416,-0.5317,7.4924,22.426,1793.7885,8.0241,1.8921
107050902,25,25,20,214.8432,16.5316,0.238,3858.9957,768.4811,2.6908,2.4187,-1.4355,8.2582,7.0106,3858.7577,9.6936,3.5769
103010102,25,25,18,64.5233,17.8258,4.9072,427.258,106.705,3.2248,1.3086,1.5907,6.0574,19.0023,422.3508,4.4667,1.6537
106041009,25,25,16,24.7422,11.6519,1.3311,150.4475,38.985,2.3882,1.2812,0.286,5.0136,7.8025,149.1163,4.7276,1.5756
104010903,25,25,23,72.3089,35.2083,1.1721,539.4776,115.9321,3.4375,1.4469,0.1588,6.2906,24.6845,538.3055,6.1318,1.6033
109013003,25,25,20,449.3766,184.6035,2.4282,3930.0,817.9952,4.9239,1.7692,0.8871,8.2764,120.8642,3927.5718,7.3893,1.8203
101040600,25,25,18,41.279,27.8543,10.367,219.478,41.9847,3.4538,0.6758,2.3386,5.3913,41.2623,209.111,3.0526,1.0171
108040399,25,25,21,76.3504,19.6317,2.1418,695.5319,156.696,3.2397,1.4241,0.7617,6.5447,171.8207,693.3901,5.783,2.0523
106051113,25,25,17,55.5378,9.7416,4.1864,474.0246,110.8916,2.7657,1.405,1.4318,6.1613,20.3867,469.8382,4.7294,1.9967
107010108,25,25,21,1207.8165,308.8334,18.8818,6041.8707,1949.483,5.8668,1.6858,2.9382,8.7065,83.7093,6022.9889,5.7683,1.6141
109051800,25,25,18,9572.3345,81.4405,0.01,153633.4977,33262.2117,4.6734,3.5451,-4.6099,11.9423,4.6739,153633.4877,16.5523,3.4748
107021402,25,25,21,11432.2293,144.6,10.6,203000.0,40212.3417,6.1181,2.9215,2.3609,12.221,239.4313,202989.4,9.8601,3.5175
107030203,25,25,23,21.0532,8.928,2.7941,112.534,27.9205,2.4167,1.0797,1.0275,4.7233,10.8322,109.74,3.6958,1.3262
108040799,25,25,22,184.5883,16.8913,4.7983,3674.4444,730.4345,3.2039,1.4501,1.5683,8.2092,12.1025,3669.6462,6.6409,3.9571
107029906,25,25,17,30.144,15.4504,4.8645,252.6633,49.2253,2.8736,0.9259,1.582,5.5321,71.7588,247.7988,3.9501,1.633
304080299,25,25,22,32554.5212,6083.0714,24.9231,220363.345,51435.403,8.3713,2.8533,3.2158,12.303,909.5761,220338.4219,9.0872,1.58
109040402,25,25,21,901.8967,57.92,5.1043,8057.5,1830.9215,4.7105,2.1958,1.6301,8.9944,127.7576,8052.3957,7.3643,2.0301
106040699,25,25,18,205.4967,62.4737,0.7961,2601.3056,514.8421,4.1702,1.4914,-0.228,7.8638,41.0026,2600.5094,8.0918,2.5054
101011212,25,25,20,28.7345,13.7133,0.1349,209.4961,51.2655,2.6036,1.3158,-2.0036,5.3447,13.5223,209.3613,7.3483,1.7841
101011401,25,25,15,26.8102,14.1122,4.501,275.2814,52.8644,2.7284,0.8648,1.5043,5.6178,75.6686,270.7804,4.1135,1.9718
109041402,25,25,16,16953.9881,3581.5385,22.821,78556.1375,23647.5151,8.3625,2.0427,3.1277,11.2716,1219.2233,78533.3165,8.1439,1.3948
109061807,25,25,16,927.2186,324.9231,6.5259,6223.889,1555.2214,5.6171,1.8089,1.8758,8.7362,224.7011,6217.3631,6.8604,1.6773
103020204,25,25,19,40.1369,24.0841,7.6074,235.1839,47.0287,3.3103,0.8348,2.0291,5.4604,25.1419,227.5765,3.4312,1.1717
108041999,25,25,21,124.9051,48.3452,0.519,833.0579,195.8623,3.7218,1.742,-0.6559,6.7251,25.8147,832.5389,7.381,1.5681
106010511,25,25,20,716.7632,10.8583,0.3254,5522.8233,1624.6724,3.1197,2.8181,-1.1229,8.6166,5.8753,5522.498,9.7395,2.2667
109024507,24,24,21,936.4425,146.0557,0.6928,11750.0,2410.0918,4.7592,2.3937,-0.367,9.3716,32.3914,11749.3072,9.7386,2.5737
105010602,24,24,16,367.6238,204.0715,4.1121,2580.0,580.5526,4.827,1.7314,1.4139,7.8555,49.4702,2575.8879,6.4416,1.5792
107060301,24,24,18,1722.5479,38.1459,4.1316,17504.32,4298.1359,4.5632,2.4796,1.4187,9.7702,12.6212,17500.1884,8.3515,2.4952
104010604,24,24,18,125.2087,61.9111,6.3235,849.5,195.445,4.0866,1.1957,1.8443,6.7446,44.693,843.1765,4.9004,1.561
109050404,24,24,14,339.9002,79.0937,1.1208,6199.9291,1250.2901,3.942,1.8309,0.1141,8.7323,13.4054,6198.8083,8.6182,3.6784
109024503,24,24,22,200.7879,2.5383,0.3062,2236.1785,546.9575,1.7606,2.784,-1.1835,7.7125,3.6152,2235.8723,8.8961,2.7241
109021402,24,24,18,1296.4227,100.2162,1.8943,16345.2767,3640.0572,4.5142,2.3181,0.6389,9.7017,190.1079,16343.3823,9.0628,2.8078
106010199,24,24,21,498.72,10.875,0.145,5600.0,1507.6193,2.7418,2.6784,-1.9311,8.6305,35.759,5599.855,10.5616,3.023
107030403,24,24,23,12.1937,10.9742,3.6279,28.0062,6.6313,2.3679,0.5284,1.2887,3.3324,10.7558,24.3783,2.0438,0.5438
103010202,24,24,20,17.4202,11.8503,4.5141,82.6798,19.99,2.5197,0.7446,1.5072,4.415,35.6698,78.1657,2.9078,1.1475
104010103,24,24,21,975.1955,38.0108,0.2223,20047.6031,4072.2379,3.867,2.2066,-1.5038,9.9059,7.5543,20047.3808,11.4096,4.1758
109060409,24,24,21,1905.503,567.6816,48.6667,16615.8211,3487.6522,6.4159,1.6047,3.885,9.7181,177.7501,16567.1544,5.8331,1.8303
